radionuclide,route_of_intake,material,fA,amad_um,time_days,alimentary_tract,faeces_24h,liver,lungs,skeleton,urine_24h,whole_body
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,840.0,0.021,28.0,0.0014,,5.2e-05,0.18,4.4e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,850.0,0.021,28.0,0.0014,,5.2e-05,0.18,4.4e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,860.0,0.021,28.0,0.0014,,5.2e-05,0.19,4.4e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,870.0,0.021,28.0,0.0014,,5.2e-05,0.19,4.4e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,880.0,0.021,28.0,0.0014,,5.2e-05,0.19,4.4e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,890.0,0.021,28.0,0.0014,,5.2e-05,0.19,4.4e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,900.0,0.021,28.0,0.0014,,5.2e-05,0.19,4.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,910.0,0.021,29.0,0.0014,,5.3e-05,0.19,4.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,920.0,0.021,29.0,0.0014,,5.3e-05,0.19,4.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,930.0,0.021,29.0,0.0014,,5.3e-05,0.19,4.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,940.0,0.021,29.0,0.0014,,5.3e-05,0.19,4.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,950.0,0.021,29.0,0.0014,,5.3e-05,0.19,4.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,960.0,0.021,29.0,0.0014,,5.3e-05,0.19,4.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,970.0,0.021,29.0,0.0014,,5.3e-05,0.19,4.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,980.0,0.021,29.0,0.0014,,5.4e-05,0.19,4.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,990.0,0.021,29.0,0.0014,,5.4e-05,0.2,4.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1000.0,0.021,30.0,0.0014,,5.4e-05,0.2,4.6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1010.0,0.021,30.0,0.0014,,5.4e-05,0.2,4.6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1020.0,0.021,30.0,0.0014,,5.4e-05,0.2,4.6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1030.0,0.021,30.0,0.0014,,5.4e-05,0.2,4.6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1040.0,0.021,30.0,0.0014,,5.4e-05,0.2,4.6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1050.0,0.021,30.0,0.0014,,5.5e-05,0.2,4.6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1060.0,0.021,30.0,0.0014,,5.5e-05,0.2,4.6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1070.0,0.021,30.0,0.0014,,5.5e-05,0.2,4.6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1080.0,0.021,31.0,0.0014,,5.5e-05,0.2,4.6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1090.0,0.021,31.0,0.0014,,5.5e-05,0.2,4.7e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1095.0,0.021,31.0,0.0014,,5.5e-05,0.2,4.7e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1100.0,0.021,31.0,0.0015,,5.5e-05,0.2,4.7e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1200.0,0.021,32.0,0.0015,,5.7e-05,0.21,4.8e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1300.0,0.021,33.0,0.0015,,5.8e-05,0.22,4.9e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1400.0,0.021,35.0,0.0015,,6e-05,0.23,5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1500.0,0.021,36.0,0.0016,,6.1e-05,0.24,5.1e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1600.0,0.021,38.0,0.0016,,6.3e-05,0.25,5.2e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1700.0,0.021,39.0,0.0016,,6.4e-05,0.26,5.3e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1800.0,0.021,41.0,0.0016,,6.6e-05,0.27,5.4e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1900.0,0.021,42.0,0.0017,,6.7e-05,0.28,5.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2000.0,0.021,44.0,0.0017,,6.9e-05,0.29,5.6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2100.0,0.021,45.0,0.0017,,7e-05,0.3,5.8e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2200.0,0.021,47.0,0.0018,,7.2e-05,0.31,5.9e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2300.0,0.021,49.0,0.0018,,7.3e-05,0.33,6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2400.0,0.021,51.0,0.0018,,7.5e-05,0.34,6.1e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2500.0,0.021,53.0,0.0019,,7.6e-05,0.35,6.2e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2600.0,0.022,55.0,0.0019,,7.8e-05,0.36,6.3e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2700.0,0.022,57.0,0.0019,,7.9e-05,0.38,6.4e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2800.0,0.022,59.0,0.002,,8.1e-05,0.39,6.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2900.0,0.022,61.0,0.002,,8.3e-05,0.4,6.6e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3000.0,0.022,63.0,0.002,,8.4e-05,0.42,6.8e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3100.0,0.022,65.0,0.0021,,8.6e-05,0.43,6.9e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3200.0,0.022,67.0,0.0021,,8.7e-05,0.45,7e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3300.0,0.022,70.0,0.0022,,8.9e-05,0.46,7.1e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3400.0,0.022,72.0,0.0022,,9.1e-05,0.48,7.2e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3500.0,0.022,74.0,0.0022,,9.2e-05,0.49,7.3e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3600.0,0.022,77.0,0.0023,,9.4e-05,0.51,7.4e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3650.0,0.022,78.0,0.0023,,9.5e-05,0.52,7.5e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,4000.0,0.022,87.0,0.0025,,0.0001,0.58,7.8e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,5000.0,0.022,120.0,0.003,,0.00012,0.77,8.9e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,6000.0,0.023,150.0,0.0036,,0.00013,0.99,9.9e-05
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,7000.0,0.023,180.0,0.0043,,0.00015,1.2,0.00011
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,8000.0,0.024,220.0,0.0052,,0.00016,1.5,0.00012
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,9000.0,0.024,260.0,0.0062,,0.00018,1.7,0.00013
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,10000.0,0.024,290.0,0.0075,,0.0002,2.0,0.00014
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,11000.0,0.025,,0.009,,0.00022,2.2,0.00015
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,12000.0,0.025,,0.011,,0.00024,2.4,0.00016
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,13000.0,0.026,,0.013,,0.00026,2.7,0.00017
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,14000.0,0.026,,0.016,,0.00028,2.9,0.00018
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,15000.0,0.027,,0.019,,0.0003,3.2,0.00019
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,16000.0,0.027,,0.022,,0.00033,3.5,0.0002
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,17000.0,0.028,,0.027,,0.00035,3.8,0.00021
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,18000.0,0.028,,0.032,,0.00038,4.1,0.00023
U-235,Ingestion,"Soluble forms, fA=2E-2",2E-2,,18250.0,0.028,,0.034,,0.00039,4.1,0.00023
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.041667,3.3e-09,,0.00032,,0.00026,,3.3e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.083333,3.3e-09,,0.00015,,7.9e-05,,3.3e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.125,3.3e-09,,0.00012,,4.4e-05,,3.3e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.25,3.3e-09,,9.9e-05,,2e-05,,3.3e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.375,3.3e-09,,9.9e-05,,1.5e-05,,3.3e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.5,3.4e-09,,0.0001,,1.3e-05,,3.4e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.625,3.5e-09,,0.0001,,1.2e-05,,3.5e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.75,3.6e-09,,0.0001,,1.2e-05,,3.6e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.875,3.9e-09,,0.00011,,1.1e-05,,3.9e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.0,4.2e-09,1.5e-08,0.00011,,1.1e-05,2.6e-06,4.2e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.125,4.5e-09,,0.00011,,1.1e-05,,4.5e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.25,5e-09,,0.00011,,1.1e-05,,5e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.375,5.5e-09,,0.00011,,1.1e-05,,5.5e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.5,6.2e-09,,0.00011,,1.2e-05,,6.2e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.625,7e-09,,0.00011,,1.2e-05,,7e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.75,7.9e-09,,0.00012,,1.2e-05,,7.9e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.875,9.1e-09,,0.00012,,1.2e-05,,9e-09
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,2.0,1e-08,6.9e-09,0.00012,,1.2e-05,4.5e-05,1e-08
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,2.25,1.4e-08,,0.00012,,1.2e-05,,1.4e-08
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,2.5,1.9e-08,,0.00012,,1.2e-05,,1.9e-08
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,2.75,2.7e-08,,0.00013,,1.2e-05,,2.7e-08
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,3.0,3.8e-08,1.4e-08,0.00013,,1.2e-05,8.8e-05,3.7e-08
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,3.25,5.4e-08,,0.00013,,1.2e-05,,5.3e-08
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,3.5,7.7e-08,,0.00013,,1.3e-05,,7.6e-08
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,3.75,1.1e-07,,0.00014,,1.3e-05,,1.1e-07
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,4.0,1.6e-07,4.9e-08,0.00014,,1.3e-05,9.8e-05,1.6e-07
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,4.25,2.4e-07,,0.00014,,1.3e-05,,2.3e-07
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,4.5,3.6e-07,,0.00014,,1.3e-05,,3.3e-07
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,4.75,5.3e-07,,0.00015,,1.3e-05,,4.8e-07
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,5.0,7.9e-07,2.1e-07,0.00015,,1.3e-05,0.00011,7e-07
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,5.5,1.8e-06,,0.00016,,1.4e-05,,1.4e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,6.0,4.1e-06,9.8e-07,0.00016,,1.4e-05,0.00012,2.5e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,6.5,9.5e-06,,0.00017,,1.4e-05,,3.8e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,7.0,2.2e-05,5e-06,0.00018,,1.4e-05,0.00013,5e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,7.5,5.2e-05,,0.00018,,1.5e-05,,5.8e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,8.0,0.00012,2.7e-05,0.00019,,1.5e-05,0.00014,6.3e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,8.5,0.00025,,0.0002,,1.5e-05,,6.7e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,9.0,0.00047,0.00016,0.0002,,1.5e-05,0.00016,6.9e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,9.5,0.00076,,0.00021,,1.5e-05,,7.1e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,10.0,0.001,0.00089,0.00022,,1.6e-05,0.00017,7.3e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,11.0,0.0013,0.0049,0.00024,,1.6e-05,0.00018,7.6e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,12.0,0.0014,0.02,0.00025,,1.6e-05,0.0002,7.9e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,13.0,0.0015,0.045,0.00027,,1.7e-05,0.00022,8.2e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,14.0,0.0015,0.059,0.00029,,1.7e-05,0.00024,8.5e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,15.0,0.0015,0.066,0.00031,,1.7e-05,0.00025,8.8e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,16.0,0.0016,0.071,0.00033,,1.7e-05,0.00027,9e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,17.0,0.0016,0.076,0.00035,,1.8e-05,0.0003,9.3e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,18.0,0.0017,0.081,0.00037,,1.8e-05,0.00032,9.6e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,19.0,0.0017,0.086,0.0004,,1.8e-05,0.00034,9.9e-06
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,20.0,0.0018,0.092,0.00042,,1.8e-05,0.00037,1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,21.0,0.0018,0.097,0.00044,,1.9e-05,0.00039,1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,22.0,0.0019,0.1,0.00047,,1.9e-05,0.00042,1.1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,23.0,0.0019,0.11,0.00049,,1.9e-05,0.00045,1.1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,24.0,0.002,0.11,0.00052,,1.9e-05,0.00048,1.1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,25.0,0.0021,0.12,0.00054,,1.9e-05,0.00051,1.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,26.0,0.0021,0.12,0.00057,,1.9e-05,0.00054,1.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,27.0,0.0022,0.13,0.00059,,2e-05,0.00057,1.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,28.0,0.0022,0.13,0.00062,,2e-05,0.0006,1.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,29.0,0.0023,0.14,0.00064,,2e-05,0.00064,1.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,30.0,0.0024,0.15,0.00067,,2e-05,0.00067,1.3e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,31.0,0.0024,0.15,0.00069,,2e-05,0.00071,1.3e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,32.0,0.0025,0.16,0.00071,,2e-05,0.00075,1.3e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,33.0,0.0026,0.16,0.00074,,2.1e-05,0.00079,1.3e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,34.0,0.0026,0.17,0.00076,,2.1e-05,0.00083,1.4e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,35.0,0.0027,0.17,0.00078,,2.1e-05,0.00087,1.4e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,36.0,0.0028,0.18,0.0008,,2.1e-05,0.00091,1.4e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,37.0,0.0028,0.18,0.00082,,2.1e-05,0.00095,1.4e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,38.0,0.0029,0.19,0.00084,,2.1e-05,0.00099,1.4e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,39.0,0.003,0.2,0.00086,,2.1e-05,0.001,1.5e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,40.0,0.0031,0.2,0.00088,,2.1e-05,0.0011,1.5e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,41.0,0.0032,0.21,0.0009,,2.2e-05,0.0011,1.5e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,42.0,0.0032,0.21,0.00091,,2.2e-05,0.0012,1.5e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,43.0,0.0033,0.22,0.00093,,2.2e-05,0.0012,1.6e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,44.0,0.0034,0.23,0.00094,,2.2e-05,0.0013,1.6e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,45.0,0.0035,0.23,0.00096,,2.2e-05,0.0013,1.6e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,46.0,0.0036,0.24,0.00097,,2.2e-05,0.0013,1.6e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,47.0,0.0037,0.24,0.00098,,2.2e-05,0.0014,1.6e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,48.0,0.0038,0.25,0.00099,,2.3e-05,0.0014,1.6e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,49.0,0.0039,0.26,0.001,,2.3e-05,0.0015,1.7e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,50.0,0.0039,0.26,0.001,,2.3e-05,0.0015,1.7e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,51.0,0.004,0.27,0.001,,2.3e-05,0.0016,1.7e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,52.0,0.0041,0.27,0.001,,2.3e-05,0.0016,1.7e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,53.0,0.0042,0.28,0.001,,2.3e-05,0.0017,1.7e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,54.0,0.0043,0.29,0.0011,,2.3e-05,0.0017,1.8e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,55.0,0.0044,0.29,0.0011,,2.3e-05,0.0018,1.8e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,56.0,0.0046,0.3,0.0011,,2.4e-05,0.0018,1.8e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,57.0,0.0047,0.31,0.0011,,2.4e-05,0.0019,1.8e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,58.0,0.0048,0.31,0.0011,,2.4e-05,0.0019,1.8e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,59.0,0.0049,0.32,0.0011,,2.4e-05,0.002,1.8e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,60.0,0.005,0.33,0.0011,,2.4e-05,0.002,1.9e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,61.0,0.0051,0.34,0.0011,,2.4e-05,0.0021,1.9e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,62.0,0.0052,0.34,0.0011,,2.4e-05,0.0021,1.9e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,63.0,0.0053,0.35,0.0011,,2.4e-05,0.0022,1.9e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,64.0,0.0054,0.36,0.0011,,2.5e-05,0.0022,1.9e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,65.0,0.0056,0.37,0.0011,,2.5e-05,0.0023,1.9e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,66.0,0.0057,0.37,0.0011,,2.5e-05,0.0024,2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,67.0,0.0058,0.38,0.0011,,2.5e-05,0.0024,2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,68.0,0.0059,0.39,0.0011,,2.5e-05,0.0025,2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,69.0,0.0061,0.4,0.0011,,2.5e-05,0.0025,2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,70.0,0.0062,0.4,0.0011,,2.5e-05,0.0026,2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,71.0,0.0063,0.41,0.0011,,2.5e-05,0.0026,2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,72.0,0.0064,0.42,0.0011,,2.6e-05,0.0027,2.1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,73.0,0.0066,0.43,0.0011,,2.6e-05,0.0028,2.1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,74.0,0.0067,0.44,0.0012,,2.6e-05,0.0028,2.1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,75.0,0.0068,0.45,0.0012,,2.6e-05,0.0029,2.1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,76.0,0.007,0.46,0.0012,,2.6e-05,0.0029,2.1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,77.0,0.0071,0.46,0.0012,,2.6e-05,0.003,2.1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,78.0,0.0072,0.47,0.0012,,2.6e-05,0.0031,2.1e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,79.0,0.0074,0.48,0.0012,,2.6e-05,0.0031,2.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,80.0,0.0075,0.49,0.0012,,2.7e-05,0.0032,2.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,81.0,0.0076,0.5,0.0012,,2.7e-05,0.0032,2.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,82.0,0.0078,0.51,0.0012,,2.7e-05,0.0033,2.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,83.0,0.0079,0.52,0.0012,,2.7e-05,0.0034,2.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,84.0,0.008,0.53,0.0012,,2.7e-05,0.0034,2.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,85.0,0.0082,0.54,0.0012,,2.7e-05,0.0035,2.2e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,86.0,0.0083,0.55,0.0012,,2.7e-05,0.0036,2.3e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,87.0,0.0085,0.56,0.0012,,2.7e-05,0.0036,2.3e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,88.0,0.0086,0.57,0.0012,,2.8e-05,0.0037,2.3e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,89.0,0.0088,0.58,0.0012,,2.8e-05,0.0038,2.3e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,90.0,0.0089,0.59,0.0012,,2.8e-05,0.0039,2.3e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,91.0,0.009,0.6,0.0012,,2.8e-05,0.0039,2.3e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,92.0,0.0092,0.61,0.0012,,2.8e-05,0.004,2.3e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,93.0,0.0093,0.62,0.0012,,2.8e-05,0.0041,2.4e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,94.0,0.0095,0.63,0.0012,,2.8e-05,0.0042,2.4e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,95.0,0.0096,0.65,0.0012,,2.8e-05,0.0042,2.4e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,96.0,0.0098,0.66,0.0012,,2.9e-05,0.0043,2.4e-05
U-235,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,97.0,0.0099,0.67,0.0012,,2.9e-05,0.0044,2.4e-05
