Radionuclide	U-235
Route of Intake	Ingestion
Material	Soluble forms, fA=2E-2
AMTD/AMAD, µm	-

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	3.2E-8	-	-	3.2E-8	2.5E-4	3.1E-4
0.083333	3.2E-8	-	-	3.2E-8	7.6E-5	1.5E-4
0.125	3.2E-8	-	-	3.2E-8	4.2E-5	1.1E-4
0.25	3.2E-8	-	-	3.2E-8	1.9E-5	9.6E-5
0.375	3.2E-8	-	-	3.3E-8	1.4E-5	9.6E-5
0.5	3.3E-8	-	-	3.3E-8	1.3E-5	9.8E-5
0.625	3.4E-8	-	-	3.5E-8	1.2E-5	1.0E-4
0.75	3.6E-8	-	-	3.6E-8	1.1E-5	1.0E-4
0.875	3.8E-8	-	-	3.9E-8	1.1E-5	1.0E-4
1	4.1E-8	2.5E-6	1.5E-7	4.1E-8	1.1E-5	1.1E-4
1.125	4.5E-8	-	-	4.5E-8	1.1E-5	1.1E-4
1.25	4.9E-8	-	-	5.0E-8	1.1E-5	1.1E-4
1.375	5.4E-8	-	-	5.5E-8	1.1E-5	1.1E-4
1.5	6.1E-8	-	-	6.2E-8	1.1E-5	1.1E-4
1.625	6.9E-8	-	-	7.0E-8	1.1E-5	1.1E-4
1.75	7.8E-8	-	-	7.9E-8	1.1E-5	1.1E-4
1.875	8.9E-8	-	-	9.0E-8	1.1E-5	1.1E-4
2	1.0E-7	4.5E-5	6.9E-8	1.0E-7	1.2E-5	1.2E-4
2.25	1.4E-7	-	-	1.4E-7	1.2E-5	1.2E-4
2.5	1.8E-7	-	-	1.9E-7	1.2E-5	1.2E-4
2.75	2.5E-7	-	-	2.7E-7	1.2E-5	1.2E-4
3	3.5E-7	8.6E-5	1.4E-7	3.8E-7	1.2E-5	1.3E-4
3.25	4.9E-7	-	-	5.4E-7	1.2E-5	1.3E-4
3.5	6.7E-7	-	-	7.7E-7	1.2E-5	1.3E-4
3.75	9.2E-7	-	-	1.1E-6	1.2E-5	1.3E-4
4	1.3E-6	9.6E-5	4.9E-7	1.6E-6	1.3E-5	1.4E-4
4.25	1.7E-6	-	-	2.4E-6	1.3E-5	1.4E-4
4.5	2.2E-6	-	-	3.5E-6	1.3E-5	1.4E-4
4.75	2.7E-6	-	-	5.3E-6	1.3E-5	1.4E-4
5	3.3E-6	1.1E-4	2.1E-6	7.9E-6	1.3E-5	1.5E-4
5.5	4.4E-6	-	-	1.8E-5	1.3E-5	1.5E-4
6	5.2E-6	1.2E-4	9.8E-6	4.0E-5	1.4E-5	1.6E-4
6.5	5.7E-6	-	-	8.9E-5	1.4E-5	1.7E-4
7	6.1E-6	1.3E-4	5.0E-5	1.9E-4	1.4E-5	1.7E-4
7.5	6.3E-6	-	-	3.7E-4	1.4E-5	1.8E-4
8	6.5E-6	1.4E-4	2.7E-4	6.2E-4	1.4E-5	1.9E-4
8.5	6.7E-6	-	-	8.7E-4	1.5E-5	1.9E-4
9	6.8E-6	1.5E-4	1.5E-3	1.1E-3	1.5E-5	2.0E-4
9.5	7.0E-6	-	-	1.2E-3	1.5E-5	2.1E-4
10	7.1E-6	1.7E-4	7.5E-3	1.2E-3	1.5E-5	2.1E-4
11	7.4E-6	1.8E-4	2.5E-2	1.3E-3	1.6E-5	2.3E-4
12	7.7E-6	2.0E-4	4.5E-2	1.4E-3	1.6E-5	2.5E-4
13	8.0E-6	2.1E-4	5.4E-2	1.4E-3	1.6E-5	2.7E-4
14	8.3E-6	2.3E-4	6.0E-2	1.5E-3	1.7E-5	2.8E-4
15	8.6E-6	2.5E-4	6.5E-2	1.5E-3	1.7E-5	3.0E-4
16	8.8E-6	2.7E-4	7.0E-2	1.6E-3	1.7E-5	3.2E-4
17	9.1E-6	2.9E-4	7.5E-2	1.6E-3	1.7E-5	3.4E-4
18	9.4E-6	3.1E-4	7.9E-2	1.6E-3	1.8E-5	3.6E-4
19	9.7E-6	3.3E-4	8.4E-2	1.7E-3	1.8E-5	3.9E-4
20	9.9E-6	3.6E-4	8.9E-2	1.7E-3	1.8E-5	4.1E-4
21	1.0E-5	3.8E-4	9.5E-2	1.8E-3	1.8E-5	4.3E-4
22	1.0E-5	4.1E-4	1.0E-1	1.8E-3	1.8E-5	4.6E-4
23	1.1E-5	4.4E-4	1.0E-1	1.9E-3	1.9E-5	4.8E-4
24	1.1E-5	4.6E-4	1.1E-1	2.0E-3	1.9E-5	5.0E-4
25	1.1E-5	4.9E-4	1.2E-1	2.0E-3	1.9E-5	5.3E-4
26	1.1E-5	5.2E-4	1.2E-1	2.1E-3	1.9E-5	5.5E-4
27	1.2E-5	5.6E-4	1.3E-1	2.1E-3	1.9E-5	5.8E-4
28	1.2E-5	5.9E-4	1.3E-1	2.2E-3	1.9E-5	6.0E-4
29	1.2E-5	6.2E-4	1.4E-1	2.2E-3	2.0E-5	6.3E-4
30	1.2E-5	6.6E-4	1.4E-1	2.3E-3	2.0E-5	6.5E-4
31	1.3E-5	6.9E-4	1.5E-1	2.4E-3	2.0E-5	6.7E-4
32	1.3E-5	7.3E-4	1.5E-1	2.4E-3	2.0E-5	7.0E-4
33	1.3E-5	7.7E-4	1.6E-1	2.5E-3	2.0E-5	7.2E-4
34	1.3E-5	8.1E-4	1.6E-1	2.6E-3	2.0E-5	7.4E-4
35	1.4E-5	8.5E-4	1.7E-1	2.6E-3	2.0E-5	7.6E-4
36	1.4E-5	8.9E-4	1.7E-1	2.7E-3	2.0E-5	7.8E-4
37	1.4E-5	9.3E-4	1.8E-1	2.8E-3	2.1E-5	8.0E-4
38	1.4E-5	9.7E-4	1.9E-1	2.9E-3	2.1E-5	8.2E-4
39	1.4E-5	1.0E-3	1.9E-1	2.9E-3	2.1E-5	8.4E-4
40	1.5E-5	1.1E-3	2.0E-1	3.0E-3	2.1E-5	8.6E-4
41	1.5E-5	1.1E-3	2.0E-1	3.1E-3	2.1E-5	8.7E-4
42	1.5E-5	1.1E-3	2.1E-1	3.2E-3	2.1E-5	8.9E-4
43	1.5E-5	1.2E-3	2.1E-1	3.2E-3	2.1E-5	9.1E-4
44	1.5E-5	1.2E-3	2.2E-1	3.3E-3	2.1E-5	9.2E-4
45	1.6E-5	1.3E-3	2.3E-1	3.4E-3	2.2E-5	9.3E-4
46	1.6E-5	1.3E-3	2.3E-1	3.5E-3	2.2E-5	9.5E-4
47	1.6E-5	1.4E-3	2.4E-1	3.6E-3	2.2E-5	9.6E-4
48	1.6E-5	1.4E-3	2.4E-1	3.7E-3	2.2E-5	9.7E-4
49	1.6E-5	1.5E-3	2.5E-1	3.8E-3	2.2E-5	9.8E-4
50	1.6E-5	1.5E-3	2.6E-1	3.9E-3	2.2E-5	9.9E-4
51	1.7E-5	1.5E-3	2.6E-1	3.9E-3	2.2E-5	1.0E-3
52	1.7E-5	1.6E-3	2.7E-1	4.0E-3	2.2E-5	1.0E-3
53	1.7E-5	1.6E-3	2.7E-1	4.1E-3	2.3E-5	1.0E-3
54	1.7E-5	1.7E-3	2.8E-1	4.2E-3	2.3E-5	1.0E-3
55	1.7E-5	1.7E-3	2.9E-1	4.3E-3	2.3E-5	1.0E-3
56	1.7E-5	1.8E-3	2.9E-1	4.4E-3	2.3E-5	1.0E-3
57	1.8E-5	1.8E-3	3.0E-1	4.5E-3	2.3E-5	1.1E-3
58	1.8E-5	1.9E-3	3.1E-1	4.7E-3	2.3E-5	1.1E-3
59	1.8E-5	1.9E-3	3.1E-1	4.8E-3	2.3E-5	1.1E-3
60	1.8E-5	2.0E-3	3.2E-1	4.9E-3	2.3E-5	1.1E-3
61	1.8E-5	2.0E-3	3.3E-1	5.0E-3	2.4E-5	1.1E-3
62	1.8E-5	2.1E-3	3.3E-1	5.1E-3	2.4E-5	1.1E-3
63	1.9E-5	2.1E-3	3.4E-1	5.2E-3	2.4E-5	1.1E-3
64	1.9E-5	2.2E-3	3.5E-1	5.3E-3	2.4E-5	1.1E-3
65	1.9E-5	2.2E-3	3.6E-1	5.4E-3	2.4E-5	1.1E-3
66	1.9E-5	2.3E-3	3.6E-1	5.6E-3	2.4E-5	1.1E-3
67	1.9E-5	2.4E-3	3.7E-1	5.7E-3	2.4E-5	1.1E-3
68	1.9E-5	2.4E-3	3.8E-1	5.8E-3	2.4E-5	1.1E-3
69	2.0E-5	2.5E-3	3.9E-1	5.9E-3	2.5E-5	1.1E-3
70	2.0E-5	2.5E-3	3.9E-1	6.0E-3	2.5E-5	1.1E-3
71	2.0E-5	2.6E-3	4.0E-1	6.2E-3	2.5E-5	1.1E-3
72	2.0E-5	2.6E-3	4.1E-1	6.3E-3	2.5E-5	1.1E-3
73	2.0E-5	2.7E-3	4.2E-1	6.4E-3	2.5E-5	1.1E-3
74	2.0E-5	2.8E-3	4.3E-1	6.5E-3	2.5E-5	1.1E-3
75	2.0E-5	2.8E-3	4.4E-1	6.7E-3	2.5E-5	1.1E-3
76	2.1E-5	2.9E-3	4.4E-1	6.8E-3	2.5E-5	1.1E-3
77	2.1E-5	2.9E-3	4.5E-1	6.9E-3	2.6E-5	1.1E-3
78	2.1E-5	3.0E-3	4.6E-1	7.1E-3	2.6E-5	1.1E-3
79	2.1E-5	3.0E-3	4.7E-1	7.2E-3	2.6E-5	1.1E-3
80	2.1E-5	3.1E-3	4.8E-1	7.3E-3	2.6E-5	1.1E-3
81	2.1E-5	3.2E-3	4.9E-1	7.5E-3	2.6E-5	1.1E-3
82	2.2E-5	3.2E-3	5.0E-1	7.6E-3	2.6E-5	1.1E-3
83	2.2E-5	3.3E-3	5.1E-1	7.7E-3	2.6E-5	1.1E-3
84	2.2E-5	3.4E-3	5.2E-1	7.9E-3	2.6E-5	1.1E-3
85	2.2E-5	3.4E-3	5.3E-1	8.0E-3	2.7E-5	1.1E-3
86	2.2E-5	3.5E-3	5.4E-1	8.1E-3	2.7E-5	1.2E-3
87	2.2E-5	3.6E-3	5.5E-1	8.3E-3	2.7E-5	1.2E-3
88	2.2E-5	3.6E-3	5.6E-1	8.4E-3	2.7E-5	1.2E-3
89	2.2E-5	3.7E-3	5.7E-1	8.6E-3	2.7E-5	1.2E-3
90	2.3E-5	3.8E-3	5.8E-1	8.7E-3	2.7E-5	1.2E-3
91	2.3E-5	3.8E-3	5.9E-1	8.8E-3	2.7E-5	1.2E-3
92	2.3E-5	3.9E-3	6.0E-1	9.0E-3	2.7E-5	1.2E-3
93	2.3E-5	4.0E-3	6.1E-1	9.1E-3	2.8E-5	1.2E-3
94	2.3E-5	4.1E-3	6.2E-1	9.2E-3	2.8E-5	1.2E-3
95	2.3E-5	4.1E-3	6.3E-1	9.4E-3	2.8E-5	1.2E-3
96	2.3E-5	4.2E-3	6.4E-1	9.5E-3	2.8E-5	1.2E-3
97	2.4E-5	4.3E-3	6.5E-1	9.7E-3	2.8E-5	1.2E-3
98	2.4E-5	4.4E-3	6.6E-1	9.8E-3	2.8E-5	1.2E-3
99	2.4E-5	4.4E-3	6.8E-1	9.9E-3	2.8E-5	1.2E-3
100	2.4E-5	4.5E-3	6.9E-1	1.0E-2	2.8E-5	1.2E-3
110	2.5E-5	5.3E-3	8.1E-1	1.1E-2	2.9E-5	1.2E-3
120	2.6E-5	6.3E-3	9.5E-1	1.3E-2	3.1E-5	1.2E-3
130	2.7E-5	7.3E-3	1.1E+0	1.4E-2	3.2E-5	1.2E-3
140	2.8E-5	8.5E-3	1.3E+0	1.5E-2	3.3E-5	1.2E-3
150	2.9E-5	9.8E-3	1.5E+0	1.6E-2	3.4E-5	1.2E-3
160	3.0E-5	1.1E-2	1.7E+0	1.7E-2	3.5E-5	1.2E-3
170	3.1E-5	1.3E-2	1.9E+0	1.7E-2	3.5E-5	1.2E-3
180	3.2E-5	1.4E-2	2.2E+0	1.8E-2	3.6E-5	1.2E-3
190	3.2E-5	1.6E-2	2.5E+0	1.8E-2	3.7E-5	1.2E-3
200	3.3E-5	1.8E-2	2.8E+0	1.9E-2	3.8E-5	1.2E-3
210	3.3E-5	2.1E-2	3.1E+0	1.9E-2	3.8E-5	1.2E-3
220	3.4E-5	2.3E-2	3.5E+0	1.9E-2	3.9E-5	1.2E-3
230	3.4E-5	2.6E-2	3.9E+0	1.9E-2	4.0E-5	1.2E-3
240	3.5E-5	2.9E-2	4.4E+0	2.0E-2	4.0E-5	1.2E-3
250	3.5E-5	3.2E-2	4.8E+0	2.0E-2	4.1E-5	1.2E-3
260	3.6E-5	3.5E-2	5.4E+0	2.0E-2	4.1E-5	1.2E-3
270	3.6E-5	3.9E-2	5.9E+0	2.0E-2	4.2E-5	1.2E-3
280	3.6E-5	4.3E-2	6.5E+0	2.0E-2	4.2E-5	1.2E-3
290	3.7E-5	4.7E-2	7.1E+0	2.0E-2	4.2E-5	1.3E-3
300	3.7E-5	5.1E-2	7.7E+0	2.0E-2	4.3E-5	1.3E-3
310	3.7E-5	5.5E-2	8.4E+0	2.0E-2	4.3E-5	1.3E-3
320	3.7E-5	6.0E-2	9.1E+0	2.0E-2	4.3E-5	1.3E-3
330	3.8E-5	6.5E-2	9.8E+0	2.0E-2	4.4E-5	1.3E-3
340	3.8E-5	7.0E-2	1.0E+1	2.1E-2	4.4E-5	1.3E-3
350	3.8E-5	7.4E-2	1.1E+1	2.1E-2	4.4E-5	1.3E-3
360	3.8E-5	7.9E-2	1.2E+1	2.1E-2	4.4E-5	1.3E-3
365	3.8E-5	8.2E-2	1.2E+1	2.1E-2	4.4E-5	1.3E-3
370	3.8E-5	8.4E-2	1.3E+1	2.1E-2	4.5E-5	1.3E-3
380	3.9E-5	8.9E-2	1.3E+1	2.1E-2	4.5E-5	1.3E-3
390	3.9E-5	9.4E-2	1.4E+1	2.1E-2	4.5E-5	1.3E-3
400	3.9E-5	9.9E-2	1.5E+1	2.1E-2	4.5E-5	1.3E-3
410	3.9E-5	1.0E-1	1.6E+1	2.1E-2	4.5E-5	1.3E-3
420	3.9E-5	1.1E-1	1.6E+1	2.1E-2	4.6E-5	1.3E-3
430	3.9E-5	1.1E-1	1.7E+1	2.1E-2	4.6E-5	1.3E-3
440	3.9E-5	1.2E-1	1.8E+1	2.1E-2	4.6E-5	1.3E-3
450	4.0E-5	1.2E-1	1.8E+1	2.1E-2	4.6E-5	1.3E-3
460	4.0E-5	1.2E-1	1.9E+1	2.1E-2	4.6E-5	1.3E-3
470	4.0E-5	1.3E-1	1.9E+1	2.1E-2	4.6E-5	1.3E-3
480	4.0E-5	1.3E-1	2.0E+1	2.1E-2	4.7E-5	1.3E-3
490	4.0E-5	1.3E-1	2.0E+1	2.1E-2	4.7E-5	1.3E-3
500	4.0E-5	1.4E-1	2.1E+1	2.1E-2	4.7E-5	1.3E-3
510	4.0E-5	1.4E-1	2.1E+1	2.1E-2	4.7E-5	1.3E-3
520	4.0E-5	1.4E-1	2.2E+1	2.1E-2	4.7E-5	1.3E-3
530	4.1E-5	1.5E-1	2.2E+1	2.1E-2	4.7E-5	1.3E-3
540	4.1E-5	1.5E-1	2.2E+1	2.1E-2	4.7E-5	1.3E-3
550	4.1E-5	1.5E-1	2.3E+1	2.1E-2	4.8E-5	1.3E-3
560	4.1E-5	1.5E-1	2.3E+1	2.1E-2	4.8E-5	1.3E-3
570	4.1E-5	1.5E-1	2.3E+1	2.1E-2	4.8E-5	1.3E-3
580	4.1E-5	1.6E-1	2.3E+1	2.1E-2	4.8E-5	1.3E-3
590	4.1E-5	1.6E-1	2.4E+1	2.1E-2	4.8E-5	1.3E-3
600	4.1E-5	1.6E-1	2.4E+1	2.1E-2	4.8E-5	1.3E-3
610	4.1E-5	1.6E-1	2.4E+1	2.1E-2	4.8E-5	1.3E-3
620	4.2E-5	1.6E-1	2.4E+1	2.1E-2	4.9E-5	1.3E-3
630	4.2E-5	1.6E-1	2.5E+1	2.1E-2	4.9E-5	1.3E-3
640	4.2E-5	1.6E-1	2.5E+1	2.1E-2	4.9E-5	1.3E-3
650	4.2E-5	1.7E-1	2.5E+1	2.1E-2	4.9E-5	1.3E-3
660	4.2E-5	1.7E-1	2.5E+1	2.1E-2	4.9E-5	1.3E-3
670	4.2E-5	1.7E-1	2.5E+1	2.1E-2	4.9E-5	1.3E-3
680	4.2E-5	1.7E-1	2.6E+1	2.1E-2	4.9E-5	1.3E-3
690	4.2E-5	1.7E-1	2.6E+1	2.1E-2	5.0E-5	1.3E-3
700	4.2E-5	1.7E-1	2.6E+1	2.1E-2	5.0E-5	1.3E-3
710	4.3E-5	1.7E-1	2.6E+1	2.1E-2	5.0E-5	1.4E-3
720	4.3E-5	1.7E-1	2.6E+1	2.1E-2	5.0E-5	1.4E-3
730	4.3E-5	1.7E-1	2.6E+1	2.1E-2	5.0E-5	1.4E-3
740	4.3E-5	1.8E-1	2.6E+1	2.1E-2	5.0E-5	1.4E-3
750	4.3E-5	1.8E-1	2.7E+1	2.1E-2	5.0E-5	1.4E-3
760	4.3E-5	1.8E-1	2.7E+1	2.1E-2	5.1E-5	1.4E-3
770	4.3E-5	1.8E-1	2.7E+1	2.1E-2	5.1E-5	1.4E-3
780	4.3E-5	1.8E-1	2.7E+1	2.1E-2	5.1E-5	1.4E-3
790	4.3E-5	1.8E-1	2.7E+1	2.1E-2	5.1E-5	1.4E-3
800	4.3E-5	1.8E-1	2.7E+1	2.1E-2	5.1E-5	1.4E-3
810	4.4E-5	1.8E-1	2.7E+1	2.1E-2	5.1E-5	1.4E-3
820	4.4E-5	1.8E-1	2.7E+1	2.1E-2	5.1E-5	1.4E-3
830	4.4E-5	1.8E-1	2.8E+1	2.1E-2	5.1E-5	1.4E-3
840	4.4E-5	1.8E-1	2.8E+1	2.1E-2	5.2E-5	1.4E-3
850	4.4E-5	1.8E-1	2.8E+1	2.1E-2	5.2E-5	1.4E-3
860	4.4E-5	1.9E-1	2.8E+1	2.1E-2	5.2E-5	1.4E-3
870	4.4E-5	1.9E-1	2.8E+1	2.1E-2	5.2E-5	1.4E-3
880	4.4E-5	1.9E-1	2.8E+1	2.1E-2	5.2E-5	1.4E-3
890	4.4E-5	1.9E-1	2.8E+1	2.1E-2	5.2E-5	1.4E-3
900	4.5E-5	1.9E-1	2.8E+1	2.1E-2	5.2E-5	1.4E-3
910	4.5E-5	1.9E-1	2.9E+1	2.1E-2	5.3E-5	1.4E-3
920	4.5E-5	1.9E-1	2.9E+1	2.1E-2	5.3E-5	1.4E-3
930	4.5E-5	1.9E-1	2.9E+1	2.1E-2	5.3E-5	1.4E-3
940	4.5E-5	1.9E-1	2.9E+1	2.1E-2	5.3E-5	1.4E-3
950	4.5E-5	1.9E-1	2.9E+1	2.1E-2	5.3E-5	1.4E-3
960	4.5E-5	1.9E-1	2.9E+1	2.1E-2	5.3E-5	1.4E-3
970	4.5E-5	1.9E-1	2.9E+1	2.1E-2	5.3E-5	1.4E-3
980	4.5E-5	1.9E-1	2.9E+1	2.1E-2	5.4E-5	1.4E-3
990	4.5E-5	2.0E-1	2.9E+1	2.1E-2	5.4E-5	1.4E-3
1000	4.6E-5	2.0E-1	3.0E+1	2.1E-2	5.4E-5	1.4E-3
1010	4.6E-5	2.0E-1	3.0E+1	2.1E-2	5.4E-5	1.4E-3
1020	4.6E-5	2.0E-1	3.0E+1	2.1E-2	5.4E-5	1.4E-3
1030	4.6E-5	2.0E-1	3.0E+1	2.1E-2	5.4E-5	1.4E-3
1040	4.6E-5	2.0E-1	3.0E+1	2.1E-2	5.4E-5	1.4E-3
1050	4.6E-5	2.0E-1	3.0E+1	2.1E-2	5.5E-5	1.4E-3
1060	4.6E-5	2.0E-1	3.0E+1	2.1E-2	5.5E-5	1.4E-3
1070	4.6E-5	2.0E-1	3.0E+1	2.1E-2	5.5E-5	1.4E-3
1080	4.6E-5	2.0E-1	3.1E+1	2.1E-2	5.5E-5	1.4E-3
1090	4.7E-5	2.0E-1	3.1E+1	2.1E-2	5.5E-5	1.4E-3
1095	4.7E-5	2.0E-1	3.1E+1	2.1E-2	5.5E-5	1.4E-3
1100	4.7E-5	2.0E-1	3.1E+1	2.1E-2	5.5E-5	1.5E-3
1200	4.8E-5	2.1E-1	3.2E+1	2.1E-2	5.7E-5	1.5E-3
1300	4.9E-5	2.2E-1	3.3E+1	2.1E-2	5.8E-5	1.5E-3
1400	5.0E-5	2.3E-1	3.5E+1	2.1E-2	6.0E-5	1.5E-3
1500	5.1E-5	2.4E-1	3.6E+1	2.1E-2	6.1E-5	1.6E-3
1600	5.2E-5	2.5E-1	3.8E+1	2.1E-2	6.3E-5	1.6E-3
1700	5.3E-5	2.6E-1	3.9E+1	2.1E-2	6.4E-5	1.6E-3
1800	5.4E-5	2.7E-1	4.1E+1	2.1E-2	6.6E-5	1.6E-3
1900	5.5E-5	2.8E-1	4.2E+1	2.1E-2	6.7E-5	1.7E-3
2000	5.6E-5	2.9E-1	4.4E+1	2.1E-2	6.9E-5	1.7E-3
2100	5.8E-5	3.0E-1	4.5E+1	2.1E-2	7.0E-5	1.7E-3
2200	5.9E-5	3.1E-1	4.7E+1	2.1E-2	7.2E-5	1.8E-3
2300	6.0E-5	3.3E-1	4.9E+1	2.1E-2	7.3E-5	1.8E-3
2400	6.1E-5	3.4E-1	5.1E+1	2.1E-2	7.5E-5	1.8E-3
2500	6.2E-5	3.5E-1	5.3E+1	2.1E-2	7.6E-5	1.9E-3
2600	6.3E-5	3.6E-1	5.5E+1	2.2E-2	7.8E-5	1.9E-3
2700	6.4E-5	3.8E-1	5.7E+1	2.2E-2	7.9E-5	1.9E-3
2800	6.5E-5	3.9E-1	5.9E+1	2.2E-2	8.1E-5	2.0E-3
2900	6.6E-5	4.0E-1	6.1E+1	2.2E-2	8.3E-5	2.0E-3
3000	6.8E-5	4.2E-1	6.3E+1	2.2E-2	8.4E-5	2.0E-3
3100	6.9E-5	4.3E-1	6.5E+1	2.2E-2	8.6E-5	2.1E-3
3200	7.0E-5	4.5E-1	6.7E+1	2.2E-2	8.7E-5	2.1E-3
3300	7.1E-5	4.6E-1	7.0E+1	2.2E-2	8.9E-5	2.2E-3
3400	7.2E-5	4.8E-1	7.2E+1	2.2E-2	9.1E-5	2.2E-3
3500	7.3E-5	4.9E-1	7.4E+1	2.2E-2	9.2E-5	2.2E-3
3600	7.4E-5	5.1E-1	7.7E+1	2.2E-2	9.4E-5	2.3E-3
3650	7.5E-5	5.2E-1	7.8E+1	2.2E-2	9.5E-5	2.3E-3
4000	7.8E-5	5.8E-1	8.7E+1	2.2E-2	1.0E-4	2.5E-3
5000	8.9E-5	7.7E-1	1.2E+2	2.2E-2	1.2E-4	3.0E-3
6000	9.9E-5	9.9E-1	1.5E+2	2.3E-2	1.3E-4	3.6E-3
7000	1.1E-4	1.2E+0	1.8E+2	2.3E-2	1.5E-4	4.3E-3
8000	1.2E-4	1.5E+0	2.2E+2	2.4E-2	1.6E-4	5.2E-3
9000	1.3E-4	1.7E+0	2.6E+2	2.4E-2	1.8E-4	6.2E-3
10000	1.4E-4	2.0E+0	2.9E+2	2.4E-2	2.0E-4	7.5E-3
11000	1.5E-4	2.2E+0	-	2.5E-2	2.2E-4	9.0E-3
12000	1.6E-4	2.4E+0	-	2.5E-2	2.4E-4	1.1E-2
13000	1.7E-4	2.7E+0	-	2.6E-2	2.6E-4	1.3E-2
14000	1.8E-4	2.9E+0	-	2.6E-2	2.8E-4	1.6E-2
15000	1.9E-4	3.2E+0	-	2.7E-2	3.0E-4	1.9E-2
16000	2.0E-4	3.5E+0	-	2.7E-2	3.3E-4	2.2E-2
17000	2.1E-4	3.8E+0	-	2.8E-2	3.5E-4	2.7E-2
18000	2.3E-4	4.1E+0	-	2.8E-2	3.8E-4	3.2E-2
18250	2.3E-4	4.1E+0	-	2.8E-2	3.9E-4	3.4E-2
Radionuclide	U-235
Route of Intake	Ingestion
Material	Relatively insoluble forms, fA=2E-3
AMTD/AMAD, µm	-

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	3.3E-9	-	-	3.3E-9	2.6E-4	3.2E-4
0.083333	3.3E-9	-	-	3.3E-9	7.9E-5	1.5E-4
0.125	3.3E-9	-	-	3.3E-9	4.4E-5	1.2E-4
0.25	3.3E-9	-	-	3.3E-9	2.0E-5	9.9E-5
0.375	3.3E-9	-	-	3.3E-9	1.5E-5	9.9E-5
0.5	3.4E-9	-	-	3.4E-9	1.3E-5	1.0E-4
0.625	3.5E-9	-	-	3.5E-9	1.2E-5	1.0E-4
0.75	3.6E-9	-	-	3.6E-9	1.2E-5	1.0E-4
0.875	3.9E-9	-	-	3.9E-9	1.1E-5	1.1E-4
1	4.2E-9	2.6E-6	1.5E-8	4.2E-9	1.1E-5	1.1E-4
1.125	4.5E-9	-	-	4.5E-9	1.1E-5	1.1E-4
1.25	5.0E-9	-	-	5.0E-9	1.1E-5	1.1E-4
1.375	5.5E-9	-	-	5.5E-9	1.1E-5	1.1E-4
1.5	6.2E-9	-	-	6.2E-9	1.2E-5	1.1E-4
1.625	7.0E-9	-	-	7.0E-9	1.2E-5	1.1E-4
1.75	7.9E-9	-	-	7.9E-9	1.2E-5	1.2E-4
1.875	9.0E-9	-	-	9.1E-9	1.2E-5	1.2E-4
2	1.0E-8	4.5E-5	6.9E-9	1.0E-8	1.2E-5	1.2E-4
2.25	1.4E-8	-	-	1.4E-8	1.2E-5	1.2E-4
2.5	1.9E-8	-	-	1.9E-8	1.2E-5	1.2E-4
2.75	2.7E-8	-	-	2.7E-8	1.2E-5	1.3E-4
3	3.7E-8	8.8E-5	1.4E-8	3.8E-8	1.2E-5	1.3E-4
3.25	5.3E-8	-	-	5.4E-8	1.2E-5	1.3E-4
3.5	7.6E-8	-	-	7.7E-8	1.3E-5	1.3E-4
3.75	1.1E-7	-	-	1.1E-7	1.3E-5	1.4E-4
4	1.6E-7	9.8E-5	4.9E-8	1.6E-7	1.3E-5	1.4E-4
4.25	2.3E-7	-	-	2.4E-7	1.3E-5	1.4E-4
4.5	3.3E-7	-	-	3.6E-7	1.3E-5	1.4E-4
4.75	4.8E-7	-	-	5.3E-7	1.3E-5	1.5E-4
5	7.0E-7	1.1E-4	2.1E-7	7.9E-7	1.3E-5	1.5E-4
5.5	1.4E-6	-	-	1.8E-6	1.4E-5	1.6E-4
6	2.5E-6	1.2E-4	9.8E-7	4.1E-6	1.4E-5	1.6E-4
6.5	3.8E-6	-	-	9.5E-6	1.4E-5	1.7E-4
7	5.0E-6	1.3E-4	5.0E-6	2.2E-5	1.4E-5	1.8E-4
7.5	5.8E-6	-	-	5.2E-5	1.5E-5	1.8E-4
8	6.3E-6	1.4E-4	2.7E-5	1.2E-4	1.5E-5	1.9E-4
8.5	6.7E-6	-	-	2.5E-4	1.5E-5	2.0E-4
9	6.9E-6	1.6E-4	1.6E-4	4.7E-4	1.5E-5	2.0E-4
9.5	7.1E-6	-	-	7.6E-4	1.5E-5	2.1E-4
10	7.3E-6	1.7E-4	8.9E-4	1.0E-3	1.6E-5	2.2E-4
11	7.6E-6	1.8E-4	4.9E-3	1.3E-3	1.6E-5	2.4E-4
12	7.9E-6	2.0E-4	2.0E-2	1.4E-3	1.6E-5	2.5E-4
13	8.2E-6	2.2E-4	4.5E-2	1.5E-3	1.7E-5	2.7E-4
14	8.5E-6	2.4E-4	5.9E-2	1.5E-3	1.7E-5	2.9E-4
15	8.8E-6	2.5E-4	6.6E-2	1.5E-3	1.7E-5	3.1E-4
16	9.0E-6	2.7E-4	7.1E-2	1.6E-3	1.7E-5	3.3E-4
17	9.3E-6	3.0E-4	7.6E-2	1.6E-3	1.8E-5	3.5E-4
