radionuclide,route_of_intake,material,fA,amad_um,time_days,whole_body,urine_24h,faeces_24h,alimentary_tract,lungs,skeleton,liver
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,0.041667,2.4e-09,,,2.4e-09,,0.063,0.044
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,0.083333,2.4e-09,,,2.4e-09,,0.021,0.014
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,0.125,2.4e-09,,,2.4e-09,,0.012,0.0079
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,0.25,2.4e-09,,,2.4e-09,,0.0055,0.0034
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,0.375,2.5e-09,,,2.5e-09,,0.0039,0.0023
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,0.5,2.5e-09,,,2.5e-09,,0.0031,0.0018
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,0.625,2.6e-09,,,2.6e-09,,0.0026,0.0015
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,0.75,2.7e-09,,,2.7e-09,,0.0023,0.0013
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,0.875,2.9e-09,,,2.9e-09,,0.0021,0.0011
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1.0,3.1e-09,0.041,1.1e-08,3.1e-09,,0.002,0.001
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1.125,3.4e-09,,,3.4e-09,,0.0018,0.00097
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1.25,3.7e-09,,,3.7e-09,,0.0017,0.0009
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1.375,4.1e-09,,,4.1e-09,,0.0016,0.00085
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1.5,4.6e-09,,,4.6e-09,,0.0016,0.00081
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1.625,5.2e-09,,,5.2e-09,,0.0015,0.00078
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1.75,5.9e-09,,,5.9e-09,,0.0015,0.00075
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1.875,6.7e-09,,,6.7e-09,,0.0014,0.00072
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2.0,7.7e-09,0.05,5.1e-09,7.7e-09,,0.0014,0.0007
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2.25,1e-08,,,1e-08,,0.0013,0.00066
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2.5,1.4e-08,,,1.4e-08,,0.0013,0.00064
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2.75,2e-08,,,2e-08,,0.0012,0.00061
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3.0,2.8e-08,0.094,1.1e-08,2.8e-08,,0.0012,0.0006
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3.25,4e-08,,,4e-08,,0.0011,0.00058
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3.5,5.7e-08,,,5.7e-08,,0.0011,0.00057
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3.75,8.3e-08,,,8.3e-08,,0.0011,0.00056
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,4.0,1.2e-07,0.16,3.6e-08,1.2e-07,,0.0011,0.00055
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,4.25,1.8e-07,,,1.8e-07,,0.0011,0.00054
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,4.5,2.6e-07,,,2.6e-07,,0.0011,0.00053
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,4.75,3.9e-07,,,3.9e-07,,0.001,0.00053
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,5.0,5.9e-07,0.24,1.5e-07,5.9e-07,,0.001,0.00052
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,5.5,1.3e-06,,,1.3e-06,,0.001,0.00051
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,6.0,3e-06,0.33,7.3e-07,3.1e-06,,0.001,0.0005
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,6.5,6.9e-06,,,7.1e-06,,0.00099,0.0005
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,7.0,1.6e-05,0.41,3.7e-06,1.7e-05,,0.00098,0.00049
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,7.5,3.4e-05,,,4e-05,,0.00097,0.00049
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,8.0,6.9e-05,0.47,2e-05,9.6e-05,,0.00096,0.00048
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,8.5,0.00012,,,0.00023,,0.00095,0.00048
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,9.0,0.00017,0.52,0.00012,0.00056,,0.00094,0.00047
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,9.5,0.00021,,,0.0013,,0.00093,0.00047
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,10.0,0.00023,0.57,0.00068,0.0031,,0.00092,0.00047
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,11.0,0.00025,0.61,0.004,0.014,,0.00091,0.00046
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,12.0,0.00025,0.65,0.023,0.036,,0.0009,0.00046
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,13.0,0.00025,0.69,0.12,0.05,,0.00089,0.00045
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,14.0,0.00025,0.73,0.33,0.056,,0.00088,0.00045
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,15.0,0.00025,0.77,0.48,0.061,,0.00087,0.00044
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,16.0,0.00025,0.81,0.54,0.064,,0.00087,0.00044
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,17.0,0.00025,0.85,0.58,0.068,,0.00086,0.00044
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,18.0,0.00025,0.89,0.61,0.072,,0.00085,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,19.0,0.00025,0.93,0.64,0.076,,0.00085,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,20.0,0.00025,0.97,0.67,0.08,,0.00084,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,21.0,0.00025,1.0,0.7,0.084,,0.00084,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,22.0,0.00025,1.0,0.74,0.088,,0.00084,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,23.0,0.00025,1.1,0.77,0.092,,0.00083,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,24.0,0.00025,1.1,0.81,0.096,,0.00083,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,25.0,0.00025,1.2,0.85,0.1,,0.00083,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,26.0,0.00025,1.2,0.89,0.1,,0.00082,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,27.0,0.00025,1.2,0.93,0.11,,0.00082,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,28.0,0.00025,1.3,0.97,0.11,,0.00082,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,29.0,0.00025,1.3,1.0,0.11,,0.00082,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,30.0,0.00025,1.3,1.1,0.12,,0.00082,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,31.0,0.00025,1.4,1.1,0.12,,0.00081,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,32.0,0.00025,1.4,1.2,0.12,,0.00081,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,33.0,0.00025,1.4,1.2,0.13,,0.00081,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,34.0,0.00025,1.5,1.3,0.13,,0.00081,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,35.0,0.00025,1.5,1.3,0.13,,0.00081,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,36.0,0.00025,1.5,1.4,0.14,,0.00081,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,37.0,0.00025,1.5,1.4,0.14,,0.00081,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,38.0,0.00025,1.6,1.5,0.14,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,39.0,0.00026,1.6,1.6,0.14,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,40.0,0.00026,1.6,1.6,0.15,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,41.0,0.00026,1.6,1.7,0.15,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,42.0,0.00026,1.7,1.8,0.15,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,43.0,0.00026,1.7,1.8,0.15,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,44.0,0.00026,1.7,1.9,0.15,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,45.0,0.00026,1.7,2.0,0.16,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,46.0,0.00026,1.8,2.1,0.16,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,47.0,0.00026,1.8,2.2,0.16,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,48.0,0.00026,1.8,2.2,0.16,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,49.0,0.00026,1.8,2.3,0.16,,0.0008,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,50.0,0.00026,1.9,2.4,0.16,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,51.0,0.00026,1.9,2.5,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,52.0,0.00026,1.9,2.6,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,53.0,0.00026,1.9,2.7,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,54.0,0.00026,1.9,2.8,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,55.0,0.00026,2.0,2.9,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,56.0,0.00026,2.0,3.0,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,57.0,0.00026,2.0,3.1,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,58.0,0.00026,2.0,3.2,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,59.0,0.00026,2.0,3.3,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,60.0,0.00026,2.0,3.4,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,61.0,0.00026,2.1,3.5,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,62.0,0.00026,2.1,3.6,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,63.0,0.00026,2.1,3.7,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,64.0,0.00026,2.1,3.8,0.18,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,65.0,0.00026,2.1,4.0,0.18,,0.00079,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,66.0,0.00026,2.2,4.1,0.18,,0.00078,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,67.0,0.00026,2.2,4.2,0.18,,0.00078,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,68.0,0.00026,2.2,4.3,0.18,,0.00078,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,69.0,0.00026,2.2,4.4,0.18,,0.00078,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,70.0,0.00026,2.2,4.6,0.18,,0.00078,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,71.0,0.00026,2.2,4.7,0.18,,0.00078,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,72.0,0.00026,2.3,4.8,0.18,,0.00078,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,73.0,0.00026,2.3,4.9,0.18,,0.00078,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,74.0,0.00026,2.3,5.0,0.18,,0.00078,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,75.0,0.00026,2.3,5.2,0.18,,0.00078,0.00042
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,76.0,0.00026,2.3,5.3,0.18,,0.00078,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,77.0,0.00026,2.4,5.4,0.18,,0.00078,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,78.0,0.00026,2.4,5.5,0.18,,0.00078,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,79.0,0.00026,2.4,5.6,0.18,,0.00078,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,80.0,0.00026,2.4,5.8,0.18,,0.00078,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,81.0,0.00026,2.4,5.9,0.18,,0.00078,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,82.0,0.00026,2.4,6.0,0.18,,0.00078,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,83.0,0.00026,2.5,6.1,0.18,,0.00078,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,84.0,0.00026,2.5,6.2,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,85.0,0.00026,2.5,6.4,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,86.0,0.00026,2.5,6.5,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,87.0,0.00026,2.5,6.6,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,88.0,0.00026,2.5,6.7,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,89.0,0.00026,2.6,6.8,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,90.0,0.00026,2.6,6.9,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,91.0,0.00026,2.6,7.0,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,92.0,0.00026,2.6,7.1,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,93.0,0.00026,2.6,7.2,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,94.0,0.00026,2.6,7.3,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,95.0,0.00026,2.7,7.4,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,96.0,0.00026,2.7,7.5,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,97.0,0.00026,2.7,7.6,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,98.0,0.00026,2.7,7.7,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,99.0,0.00026,2.7,7.8,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,100.0,0.00026,2.7,7.9,0.18,,0.00077,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,110.0,0.00026,2.9,8.7,0.18,,0.00076,0.00043
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,120.0,0.00026,3.1,9.3,0.18,,0.00076,0.00044
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,130.0,0.00026,3.2,9.7,0.18,,0.00075,0.00044
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,140.0,0.00026,3.4,10.0,0.18,,0.00075,0.00044
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,150.0,0.00026,3.5,10.0,0.18,,0.00074,0.00044
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,160.0,0.00026,3.6,10.0,0.18,,0.00074,0.00044
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,170.0,0.00026,3.7,10.0,0.18,,0.00074,0.00045
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,180.0,0.00026,3.8,11.0,0.18,,0.00073,0.00045
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,190.0,0.00026,3.9,11.0,0.18,,0.00073,0.00045
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,200.0,0.00026,4.0,11.0,0.18,,0.00072,0.00045
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,210.0,0.00026,4.1,11.0,0.18,,0.00072,0.00046
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,220.0,0.00026,4.1,11.0,0.18,,0.00072,0.00046
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,230.0,0.00026,4.2,11.0,0.18,,0.00071,0.00046
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,240.0,0.00026,4.3,11.0,0.18,,0.00071,0.00046
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,250.0,0.00026,4.3,11.0,0.18,,0.00071,0.00046
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,260.0,0.00026,4.4,11.0,0.18,,0.0007,0.00047
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,270.0,0.00026,4.4,11.0,0.18,,0.0007,0.00047
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,280.0,0.00026,4.5,11.0,0.18,,0.0007,0.00047
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,290.0,0.00026,4.5,11.0,0.18,,0.00069,0.00047
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,300.0,0.00026,4.5,11.0,0.18,,0.00069,0.00047
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,310.0,0.00026,4.6,11.0,0.18,,0.00069,0.00048
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,320.0,0.00026,4.6,11.0,0.18,,0.00069,0.00048
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,330.0,0.00026,4.7,12.0,0.18,,0.00068,0.00048
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,340.0,0.00026,4.7,12.0,0.18,,0.00068,0.00048
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,350.0,0.00026,4.7,12.0,0.18,,0.00068,0.00049
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,360.0,0.00026,4.8,12.0,0.18,,0.00068,0.00049
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,365.0,0.00026,4.8,12.0,0.18,,0.00067,0.00049
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,370.0,0.00026,4.8,12.0,0.18,,0.00067,0.00049
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,380.0,0.00026,4.8,12.0,0.18,,0.00067,0.00049
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,390.0,0.00026,4.9,12.0,0.18,,0.00067,0.00049
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,400.0,0.00026,4.9,12.0,0.18,,0.00067,0.0005
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,410.0,0.00027,4.9,12.0,0.18,,0.00066,0.0005
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,420.0,0.00027,4.9,12.0,0.18,,0.00066,0.0005
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,430.0,0.00027,5.0,12.0,0.18,,0.00066,0.0005
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,440.0,0.00027,5.0,12.0,0.18,,0.00066,0.0005
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,450.0,0.00027,5.0,12.0,0.18,,0.00066,0.00051
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,460.0,0.00027,5.1,12.0,0.18,,0.00065,0.00051
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,470.0,0.00027,5.1,12.0,0.18,,0.00065,0.00051
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,480.0,0.00027,5.1,13.0,0.18,,0.00065,0.00051
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,490.0,0.00027,5.2,13.0,0.18,,0.00065,0.00051
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,500.0,0.00027,5.2,13.0,0.18,,0.00065,0.00051
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,510.0,0.00027,5.2,13.0,0.18,,0.00064,0.00052
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,520.0,0.00027,5.2,13.0,0.18,,0.00064,0.00052
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,530.0,0.00027,5.3,13.0,0.18,,0.00064,0.00052
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,540.0,0.00027,5.3,13.0,0.18,,0.00064,0.00052
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,550.0,0.00027,5.3,13.0,0.18,,0.00064,0.00052
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,560.0,0.00027,5.4,13.0,0.18,,0.00064,0.00053
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,570.0,0.00027,5.4,13.0,0.18,,0.00063,0.00053
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,580.0,0.00027,5.4,13.0,0.18,,0.00063,0.00053
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,590.0,0.00027,5.5,13.0,0.18,,0.00063,0.00053
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,600.0,0.00027,5.5,13.0,0.18,,0.00063,0.00053
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,610.0,0.00027,5.5,14.0,0.18,,0.00063,0.00054
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,620.0,0.00027,5.5,14.0,0.18,,0.00063,0.00054
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,630.0,0.00027,5.6,14.0,0.18,,0.00063,0.00054
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,640.0,0.00027,5.6,14.0,0.18,,0.00062,0.00054
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,650.0,0.00027,5.6,14.0,0.18,,0.00062,0.00054
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,660.0,0.00027,5.7,14.0,0.18,,0.00062,0.00054
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,670.0,0.00027,5.7,14.0,0.18,,0.00062,0.00055
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,680.0,0.00027,5.7,14.0,0.18,,0.00062,0.00055
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,690.0,0.00027,5.8,14.0,0.18,,0.00062,0.00055
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,700.0,0.00027,5.8,14.0,0.18,,0.00062,0.00055
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,710.0,0.00027,5.8,14.0,0.18,,0.00062,0.00055
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,720.0,0.00027,5.9,14.0,0.18,,0.00061,0.00055
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,730.0,0.00027,5.9,14.0,0.18,,0.00061,0.00056
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,740.0,0.00027,5.9,15.0,0.18,,0.00061,0.00056
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,750.0,0.00027,6.0,15.0,0.18,,0.00061,0.00056
