radionuclide,route_of_intake,material,fA,amad_um,time_days,whole_body,urine_24h,faeces_24h,alimentary_tract,lungs,skeleton,liver
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,450.0,0.00031,5.5,1.1,0.19,0.0013,0.0011,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,460.0,0.00031,5.5,1.2,0.19,0.0014,0.001,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,470.0,0.00031,5.6,1.2,0.19,0.0014,0.001,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,480.0,0.00031,5.6,1.3,0.2,0.0014,0.001,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,490.0,0.00031,5.7,1.4,0.2,0.0015,0.001,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,500.0,0.00032,5.7,1.4,0.2,0.0015,0.001,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,510.0,0.00032,5.7,1.5,0.2,0.0016,0.001,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,520.0,0.00032,5.8,1.5,0.2,0.0016,0.001,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,530.0,0.00032,5.8,1.6,0.2,0.0017,0.00099,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,540.0,0.00032,5.8,1.7,0.2,0.0017,0.00099,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,550.0,0.00032,5.9,1.8,0.21,0.0018,0.00098,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,560.0,0.00032,5.9,1.8,0.21,0.0018,0.00097,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,570.0,0.00032,5.9,1.9,0.21,0.0019,0.00097,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,580.0,0.00032,6.0,2.0,0.21,0.0019,0.00096,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,590.0,0.00032,6.0,2.1,0.21,0.002,0.00095,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,600.0,0.00032,6.1,2.2,0.21,0.002,0.00095,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,610.0,0.00032,6.1,2.3,0.21,0.0021,0.00094,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,620.0,0.00032,6.1,2.4,0.21,0.0021,0.00094,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,630.0,0.00032,6.2,2.5,0.21,0.0022,0.00093,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,640.0,0.00033,6.2,2.6,0.22,0.0022,0.00093,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,650.0,0.00033,6.2,2.7,0.22,0.0023,0.00092,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,660.0,0.00033,6.3,2.8,0.22,0.0024,0.00092,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,670.0,0.00033,6.3,2.9,0.22,0.0024,0.00091,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,680.0,0.00033,6.3,3.1,0.22,0.0025,0.00091,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,690.0,0.00033,6.4,3.2,0.22,0.0025,0.00091,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,700.0,0.00033,6.4,3.3,0.22,0.0026,0.0009,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,710.0,0.00033,6.4,3.5,0.22,0.0027,0.0009,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,720.0,0.00033,6.5,3.6,0.22,0.0027,0.00089,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,730.0,0.00033,6.5,3.7,0.22,0.0028,0.00089,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,740.0,0.00033,6.6,3.9,0.22,0.0029,0.00088,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,750.0,0.00033,6.6,4.0,0.22,0.003,0.00088,0.00073
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,760.0,0.00033,6.6,4.2,0.22,0.003,0.00088,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,770.0,0.00033,6.7,4.3,0.22,0.0031,0.00087,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,780.0,0.00033,6.7,4.5,0.22,0.0032,0.00087,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,790.0,0.00033,6.7,4.7,0.22,0.0033,0.00087,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,800.0,0.00033,6.8,4.9,0.22,0.0033,0.00086,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,810.0,0.00033,6.8,5.0,0.22,0.0034,0.00086,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,820.0,0.00033,6.8,5.2,0.22,0.0035,0.00086,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,830.0,0.00033,6.9,5.4,0.22,0.0036,0.00085,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,840.0,0.00033,6.9,5.6,0.22,0.0037,0.00085,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,850.0,0.00033,6.9,5.8,0.22,0.0038,0.00085,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,860.0,0.00034,7.0,6.0,0.22,0.0039,0.00085,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,870.0,0.00034,7.0,6.2,0.22,0.0039,0.00084,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,880.0,0.00034,7.0,6.4,0.22,0.004,0.00084,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,890.0,0.00034,7.1,6.6,0.22,0.0041,0.00084,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,900.0,0.00034,7.1,6.8,0.22,0.0042,0.00083,0.00074
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,910.0,0.00034,7.2,7.0,0.22,0.0043,0.00083,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,920.0,0.00034,7.2,7.2,0.22,0.0044,0.00083,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,930.0,0.00034,7.2,7.4,0.22,0.0045,0.00083,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,940.0,0.00034,7.3,7.7,0.23,0.0046,0.00082,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,950.0,0.00034,7.3,7.9,0.23,0.0047,0.00082,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,960.0,0.00034,7.3,8.1,0.23,0.0048,0.00082,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,970.0,0.00034,7.4,8.3,0.23,0.0049,0.00082,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,980.0,0.00034,7.4,8.6,0.23,0.005,0.00082,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,990.0,0.00034,7.4,8.8,0.23,0.0052,0.00081,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1000.0,0.00034,7.5,9.1,0.23,0.0053,0.00081,0.00075
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1010.0,0.00034,7.5,9.3,0.23,0.0054,0.00081,0.00076
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1020.0,0.00034,7.5,9.5,0.23,0.0055,0.00081,0.00076
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1030.0,0.00034,7.6,9.8,0.23,0.0056,0.00081,0.00076
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1040.0,0.00034,7.6,10.0,0.23,0.0057,0.0008,0.00076
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1050.0,0.00034,7.7,10.0,0.23,0.0059,0.0008,0.00076
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1060.0,0.00034,7.7,11.0,0.23,0.006,0.0008,0.00076
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1070.0,0.00034,7.7,11.0,0.23,0.0061,0.0008,0.00076
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1080.0,0.00034,7.8,11.0,0.22,0.0063,0.0008,0.00076
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1090.0,0.00034,7.8,11.0,0.22,0.0064,0.00079,0.00076
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1095.0,0.00034,7.8,11.0,0.22,0.0065,0.00079,0.00076
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1100.0,0.00034,7.8,11.0,0.22,0.0065,0.00079,0.00076
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1200.0,0.00034,8.2,14.0,0.22,0.008,0.00078,0.00078
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1300.0,0.00035,8.6,16.0,0.22,0.0097,0.00077,0.00079
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1400.0,0.00035,9.0,18.0,0.22,0.012,0.00075,0.0008
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1500.0,0.00035,9.3,20.0,0.22,0.014,0.00075,0.00081
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1600.0,0.00035,9.7,22.0,0.22,0.017,0.00074,0.00082
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1700.0,0.00035,10.0,23.0,0.22,0.02,0.00073,0.00083
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1800.0,0.00036,10.0,24.0,0.22,0.024,0.00073,0.00084
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,1900.0,0.00036,11.0,26.0,0.22,0.028,0.00073,0.00085
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,2000.0,0.00036,11.0,27.0,0.22,0.032,0.00072,0.00086
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,2100.0,0.00036,12.0,28.0,0.22,0.037,0.00072,0.00087
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,2200.0,0.00036,12.0,29.0,0.22,0.042,0.00072,0.00088
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,2300.0,0.00036,12.0,30.0,0.22,0.048,0.00072,0.00089
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,2400.0,0.00037,13.0,31.0,0.22,0.054,0.00072,0.0009
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,2500.0,0.00037,13.0,32.0,0.22,0.059,0.00072,0.0009
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,2600.0,0.00037,13.0,32.0,0.22,0.065,0.00072,0.00091
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,2700.0,0.00037,14.0,33.0,0.22,0.071,0.00072,0.00092
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,2800.0,0.00037,14.0,34.0,0.22,0.076,0.00072,0.00092
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,2900.0,0.00037,14.0,35.0,0.22,0.081,0.00072,0.00093
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,3000.0,0.00037,15.0,36.0,0.22,0.086,0.00073,0.00094
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,3100.0,0.00038,15.0,37.0,0.22,0.09,0.00073,0.00094
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,3200.0,0.00038,15.0,37.0,0.22,0.094,0.00073,0.00095
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,3300.0,0.00038,16.0,38.0,0.22,0.097,0.00073,0.00095
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,3400.0,0.00038,16.0,39.0,0.22,0.1,0.00073,0.00095
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,3500.0,0.00038,16.0,39.0,0.22,0.1,0.00073,0.00096
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,3600.0,0.00038,16.0,40.0,0.22,0.1,0.00074,0.00096
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,3650.0,0.00038,16.0,40.0,0.22,0.11,0.00074,0.00097
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,4000.0,0.00039,17.0,43.0,0.22,0.11,0.00075,0.00098
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,5000.0,0.0004,20.0,48.0,0.23,0.12,0.00077,0.001
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,6000.0,0.00041,21.0,52.0,0.23,0.12,0.00079,0.001
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,7000.0,0.00042,23.0,56.0,0.24,0.12,0.00082,0.0011
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,8000.0,0.00043,24.0,60.0,0.24,0.12,0.00083,0.0011
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,9000.0,0.00044,26.0,63.0,0.25,0.12,0.00085,0.0011
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,10000.0,0.00045,27.0,66.0,0.25,0.12,0.00087,0.0012
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,11000.0,0.00047,28.0,68.0,0.26,0.12,0.00089,0.0012
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,12000.0,0.00048,29.0,71.0,0.27,0.12,0.0009,0.0012
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,13000.0,0.00049,30.0,73.0,0.28,0.12,0.00092,0.0013
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,14000.0,0.0005,31.0,75.0,0.29,0.12,0.00094,0.0013
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,15000.0,0.00051,32.0,77.0,0.29,0.12,0.00095,0.0013
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,16000.0,0.00052,32.0,79.0,0.3,0.12,0.00097,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,17000.0,0.00053,33.0,82.0,0.31,0.12,0.00099,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,18000.0,0.00055,34.0,84.0,0.32,0.13,0.001,0.0015
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.03,18250.0,0.00055,34.0,84.0,0.32,0.13,0.001,0.0015
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,0.041667,0.00014,,,0.0017,0.00018,0.97,0.66
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,0.083333,0.00014,,,0.0015,0.00018,0.47,0.32
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,0.125,0.00014,,,0.0013,0.00018,0.31,0.2
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,0.25,0.00014,,,0.0011,0.00018,0.14,0.088
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,0.375,0.00014,,,0.00094,0.00018,0.087,0.052
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,0.5,0.00014,,,0.00087,0.00019,0.061,0.036
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,0.625,0.00014,,,0.00083,0.00019,0.046,0.027
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,0.75,0.00014,,,0.00081,0.00019,0.037,0.021
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,0.875,0.00015,,,0.00081,0.00019,0.031,0.017
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,1.0,0.00015,0.67,0.0052,0.00082,0.0002,0.026,0.014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,1.125,0.00015,,,0.00084,0.0002,0.022,0.012
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,1.25,0.00015,,,0.00087,0.0002,0.02,0.011
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,1.375,0.00015,,,0.00091,0.0002,0.018,0.0094
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,1.5,0.00016,,,0.00096,0.0002,0.016,0.0085
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,1.625,0.00016,,,0.001,0.00021,0.014,0.0077
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,1.75,0.00016,,,0.0011,0.00021,0.013,0.007
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,1.875,0.00016,,,0.0012,0.00021,0.012,0.0064
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,2.0,0.00016,0.32,0.0015,0.0013,0.00021,0.011,0.006
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,2.25,0.00017,,,0.0015,0.00022,0.01,0.0052
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,2.5,0.00017,,,0.0017,0.00022,0.009,0.0047
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,2.75,0.00018,,,0.002,0.00022,0.0082,0.0042
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,3.0,0.00018,0.31,0.002,0.0024,0.00023,0.0075,0.0039
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,3.25,0.00018,,,0.0027,0.00023,0.007,0.0036
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,3.5,0.00018,,,0.0031,0.00023,0.0066,0.0034
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,3.75,0.00019,,,0.0036,0.00023,0.0062,0.0032
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,4.0,0.00019,0.36,0.0038,0.004,0.00024,0.0059,0.003
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,4.25,0.00019,,,0.0044,0.00024,0.0056,0.0029
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,4.5,0.00019,,,0.0048,0.00024,0.0054,0.0027
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,4.75,0.00019,,,0.0052,0.00024,0.0052,0.0026
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,5.0,0.00019,0.44,0.0067,0.0056,0.00024,0.005,0.0025
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,5.5,0.0002,,,0.0064,0.00025,0.0047,0.0024
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,6.0,0.0002,0.55,0.0099,0.0072,0.00025,0.0045,0.0023
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,6.5,0.0002,,,0.008,0.00026,0.0043,0.0022
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,7.0,0.0002,0.68,0.013,0.0088,0.00026,0.0042,0.0021
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,7.5,0.0002,,,0.0096,0.00026,0.004,0.002
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,8.0,0.0002,0.83,0.016,0.011,0.00026,0.0039,0.002
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,8.5,0.0002,,,0.011,0.00027,0.0038,0.0019
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,9.0,0.0002,0.99,0.019,0.012,0.00027,0.0037,0.0019
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,9.5,0.00021,,,0.013,0.00027,0.0037,0.0018
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,10.0,0.00021,1.1,0.023,0.015,0.00027,0.0036,0.0018
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,11.0,0.00021,1.3,0.027,0.017,0.00027,0.0035,0.0018
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,12.0,0.00021,1.4,0.032,0.02,0.00028,0.0034,0.0017
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,13.0,0.00021,1.6,0.037,0.022,0.00028,0.0033,0.0017
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,14.0,0.00021,1.7,0.043,0.025,0.00028,0.0033,0.0016
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,15.0,0.00021,1.8,0.049,0.028,0.00028,0.0032,0.0016
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,16.0,0.00021,1.9,0.056,0.031,0.00028,0.0031,0.0016
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,17.0,0.00021,2.0,0.063,0.035,0.00029,0.0031,0.0016
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,18.0,0.00022,2.1,0.07,0.038,0.00029,0.0031,0.0015
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,19.0,0.00022,2.1,0.077,0.041,0.00029,0.003,0.0015
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,20.0,0.00022,2.2,0.084,0.044,0.00029,0.003,0.0015
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,21.0,0.00022,2.3,0.09,0.047,0.00029,0.0029,0.0015
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,22.0,0.00022,2.3,0.097,0.049,0.00029,0.0029,0.0015
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,23.0,0.00022,2.4,0.1,0.052,0.00029,0.0029,0.0015
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,24.0,0.00022,2.5,0.11,0.054,0.0003,0.0028,0.0015
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,25.0,0.00022,2.5,0.11,0.056,0.0003,0.0028,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,26.0,0.00022,2.6,0.12,0.058,0.0003,0.0028,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,27.0,0.00022,2.6,0.12,0.059,0.0003,0.0028,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,28.0,0.00022,2.6,0.13,0.061,0.0003,0.0027,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,29.0,0.00022,2.7,0.13,0.062,0.0003,0.0027,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,30.0,0.00022,2.7,0.13,0.064,0.0003,0.0027,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,31.0,0.00022,2.8,0.14,0.065,0.0003,0.0027,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,32.0,0.00022,2.8,0.14,0.066,0.00031,0.0027,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,33.0,0.00022,2.8,0.14,0.067,0.00031,0.0026,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,34.0,0.00022,2.9,0.14,0.068,0.00031,0.0026,0.0014
Pu-239,Inhalation,"Aerosols Plutonium nitrate, fA=1E-4",1E-4,0.1,35.0,0.00022,2.9,0.14,0.068,0.00031,0.0026,0.0013
