radionuclide,route_of_intake,material,fA,amad_um,time_days,whole_body,urine_24h,faeces_24h,alimentary_tract,lungs,skeleton,liver
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,640.0,0.00049,5.1,0.73,0.42,0.0005,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,650.0,0.00049,5.1,0.75,0.43,0.00051,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,660.0,0.0005,5.2,0.77,0.44,0.00051,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,670.0,0.0005,5.2,0.8,0.46,0.00051,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,680.0,0.00051,5.3,0.82,0.47,0.00052,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,690.0,0.00051,5.3,0.85,0.49,0.00052,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,700.0,0.00051,5.3,0.87,0.5,0.00053,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,710.0,0.00052,5.4,0.9,0.52,0.00053,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,720.0,0.00052,5.4,0.93,0.53,0.00053,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,730.0,0.00052,5.4,0.96,0.55,0.00054,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,740.0,0.00053,5.5,0.99,0.57,0.00054,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,750.0,0.00053,5.5,1.0,0.58,0.00054,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,760.0,0.00053,5.5,1.1,0.6,0.00055,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,770.0,0.00054,5.6,1.1,0.62,0.00055,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,780.0,0.00054,5.6,1.1,0.64,0.00055,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,790.0,0.00054,5.6,1.2,0.66,0.00056,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,800.0,0.00055,5.7,1.2,0.68,0.00056,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,810.0,0.00055,5.7,1.2,0.7,0.00056,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,820.0,0.00055,5.7,1.3,0.72,0.00057,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,830.0,0.00055,5.8,1.3,0.75,0.00057,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,840.0,0.00056,5.8,1.3,0.77,0.00057,0.061,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,850.0,0.00056,5.8,1.4,0.79,0.00058,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,860.0,0.00056,5.9,1.4,0.82,0.00058,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,870.0,0.00057,5.9,1.5,0.84,0.00058,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,880.0,0.00057,5.9,1.5,0.87,0.00058,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,890.0,0.00057,5.9,1.6,0.89,0.00059,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,900.0,0.00057,6.0,1.6,0.92,0.00059,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,910.0,0.00058,6.0,1.7,0.95,0.00059,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,920.0,0.00058,6.0,1.7,0.98,0.00059,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,930.0,0.00058,6.0,1.8,1.0,0.0006,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,940.0,0.00058,6.1,1.8,1.0,0.0006,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,950.0,0.00059,6.1,1.9,1.1,0.0006,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,960.0,0.00059,6.1,2.0,1.1,0.0006,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,970.0,0.00059,6.1,2.0,1.1,0.00061,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,980.0,0.00059,6.2,2.1,1.2,0.00061,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,990.0,0.00059,6.2,2.1,1.2,0.00061,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1000.0,0.0006,6.2,2.2,1.2,0.00061,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1010.0,0.0006,6.2,2.3,1.3,0.00062,0.06,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1020.0,0.0006,6.3,2.4,1.3,0.00062,0.059,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1030.0,0.0006,6.3,2.4,1.4,0.00062,0.059,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1040.0,0.00061,6.3,2.5,1.4,0.00062,0.059,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1050.0,0.00061,6.3,2.6,1.4,0.00063,0.059,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1060.0,0.00061,6.3,2.7,1.5,0.00063,0.059,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1070.0,0.00061,6.4,2.7,1.5,0.00063,0.059,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1080.0,0.00061,6.4,2.8,1.6,0.00063,0.059,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1090.0,0.00062,6.4,2.9,1.6,0.00063,0.059,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1095.0,0.00062,6.4,3.0,1.6,0.00063,0.059,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1100.0,0.00062,6.4,3.0,1.7,0.00064,0.059,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1200.0,0.00063,6.6,4.1,2.2,0.00065,0.058,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1300.0,0.00065,6.8,5.6,3.0,0.00067,0.058,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1400.0,0.00066,6.9,7.6,3.9,0.00068,0.057,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1500.0,0.00067,7.0,10.0,5.1,0.0007,0.056,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1600.0,0.00068,7.1,14.0,6.5,0.00071,0.056,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1700.0,0.00069,7.2,19.0,8.3,0.00072,0.055,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1800.0,0.0007,7.3,26.0,10.0,0.00073,0.054,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,1900.0,0.00071,7.4,35.0,12.0,0.00073,0.054,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,2000.0,0.00072,7.5,47.0,15.0,0.00074,0.053,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,2100.0,0.00073,7.6,63.0,17.0,0.00075,0.053,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,2200.0,0.00073,7.6,85.0,19.0,0.00076,0.052,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,2300.0,0.00074,7.7,110.0,21.0,0.00077,0.052,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,2400.0,0.00075,7.8,150.0,23.0,0.00078,0.051,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,2500.0,0.00076,7.9,190.0,25.0,0.00078,0.051,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,2600.0,0.00077,8.0,250.0,26.0,0.00079,0.051,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,2700.0,0.00077,8.0,320.0,27.0,0.0008,0.05,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,2800.0,0.00078,8.1,400.0,28.0,0.00081,0.05,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,2900.0,0.00079,8.2,490.0,28.0,0.00082,0.05,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,3000.0,0.0008,8.3,580.0,29.0,0.00083,0.049,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,3100.0,0.0008,8.4,680.0,29.0,0.00083,0.049,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,3200.0,0.00081,8.4,780.0,29.0,0.00084,0.049,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,3300.0,0.00082,8.5,880.0,30.0,0.00085,0.049,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,3400.0,0.00083,8.6,960.0,30.0,0.00086,0.048,1.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,3500.0,0.00084,8.7,1000.0,30.0,0.00087,0.048,1.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,3600.0,0.00084,8.8,1100.0,30.0,0.00088,0.048,1.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,3650.0,0.00085,8.8,1100.0,30.0,0.00088,0.048,1.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,4000.0,0.00088,9.1,1300.0,30.0,0.00091,0.047,1.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,5000.0,0.00097,10.0,1500.0,30.0,0.001,0.046,1.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,6000.0,0.0011,11.0,1700.0,30.0,0.0011,0.045,1.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,7000.0,0.0012,12.0,1800.0,30.0,0.0012,0.045,1.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,8000.0,0.0013,13.0,2000.0,30.0,0.0014,0.045,1.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,9000.0,0.0014,15.0,2200.0,30.0,0.0015,0.046,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,10000.0,0.0016,16.0,2500.0,30.0,0.0017,0.047,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,11000.0,0.0017,18.0,2700.0,30.0,0.0018,0.048,1.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,12000.0,0.0019,20.0,3000.0,30.0,0.002,0.049,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,13000.0,0.0021,22.0,3300.0,31.0,0.0022,0.05,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,14000.0,0.0023,24.0,3600.0,31.0,0.0025,0.052,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,15000.0,0.0025,27.0,4000.0,31.0,0.0027,0.054,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,16000.0,0.0028,29.0,4400.0,32.0,0.003,0.055,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,17000.0,0.0031,32.0,4900.0,32.0,0.0033,0.057,1.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,18000.0,0.0034,36.0,5400.0,32.0,0.0037,0.06,1.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,3.0,18250.0,0.0035,37.0,5500.0,32.0,0.0038,0.06,1.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,0.041667,0.012,,,0.035,0.13,560.0,720.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,0.083333,0.0061,,,0.015,0.067,160.0,280.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,0.125,0.0041,,,0.0094,0.047,73.0,160.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,0.25,0.0021,,,0.004,0.025,20.0,65.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,0.375,0.0015,,,0.0024,0.017,9.6,40.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,0.5,0.0011,,,0.0017,0.013,5.9,30.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,0.625,0.00093,,,0.0013,0.01,4.1,24.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,0.75,0.00081,,,0.0011,0.0087,3.1,21.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,0.875,0.00072,,,0.00092,0.0075,2.5,19.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,1.0,0.00067,0.02,0.00014,0.00083,0.0066,2.1,17.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,1.125,0.00063,,,0.00077,0.0059,1.8,16.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,1.25,0.0006,,,0.00073,0.0053,1.6,15.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,1.375,0.00059,,,0.00071,0.0049,1.5,14.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,1.5,0.00058,,,0.00071,0.0045,1.3,13.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,1.625,0.00059,,,0.00071,0.0042,1.2,12.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,1.75,0.00059,,,0.00073,0.0039,1.1,11.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,1.875,0.00061,,,0.00075,0.0037,1.1,11.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,2.0,0.00063,0.14,4.3e-05,0.00079,0.0034,1.0,10.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,2.25,0.00068,,,0.00089,0.0031,0.89,9.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,2.5,0.00075,,,0.001,0.0028,0.81,8.7
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,2.75,0.00083,,,0.0012,0.0026,0.75,8.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,3.0,0.00092,0.42,6.6e-05,0.0015,0.0024,0.69,7.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,3.25,0.001,,,0.0019,0.0022,0.64,7.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,3.5,0.0011,,,0.0024,0.0021,0.6,6.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,3.75,0.0012,,,0.0031,0.002,0.57,6.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,4.0,0.0012,0.54,0.00017,0.004,0.0019,0.54,5.9
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,4.25,0.0013,,,0.0052,0.0018,0.51,5.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,4.5,0.0013,,,0.0067,0.0017,0.49,5.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,4.75,0.0013,,,0.0087,0.0016,0.46,5.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,5.0,0.0013,0.6,0.00058,0.011,0.0015,0.44,5.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,5.5,0.0013,,,0.018,0.0014,0.41,4.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,6.0,0.0012,0.64,0.002,0.026,0.0013,0.38,4.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,6.5,0.0012,,,0.034,0.0012,0.35,4.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,7.0,0.0011,0.69,0.006,0.04,0.0012,0.33,3.8
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,7.5,0.001,,,0.045,0.0011,0.31,3.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,8.0,0.001,0.74,0.012,0.049,0.001,0.3,3.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,8.5,0.00095,,,0.051,0.00098,0.28,3.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,9.0,0.00091,0.79,0.017,0.054,0.00094,0.27,3.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,9.5,0.00087,,,0.056,0.0009,0.26,3.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,10.0,0.00084,0.83,0.02,0.058,0.00086,0.25,3.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,11.0,0.00078,0.88,0.024,0.062,0.0008,0.23,2.8
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,12.0,0.00073,0.93,0.028,0.067,0.00075,0.21,2.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,13.0,0.00069,0.98,0.033,0.072,0.00071,0.2,2.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,14.0,0.00065,1.0,0.038,0.077,0.00067,0.19,2.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,15.0,0.00062,1.1,0.043,0.082,0.00063,0.18,2.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,16.0,0.00059,1.1,0.048,0.087,0.0006,0.17,2.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,17.0,0.00057,1.2,0.054,0.091,0.00058,0.16,2.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,18.0,0.00054,1.2,0.06,0.095,0.00056,0.16,2.1
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,19.0,0.00052,1.3,0.066,0.099,0.00053,0.15,2.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,20.0,0.00051,1.3,0.071,0.1,0.00052,0.14,2.0
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,21.0,0.00049,1.4,0.077,0.11,0.0005,0.14,1.9
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,22.0,0.00047,1.4,0.082,0.11,0.00048,0.13,1.9
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,23.0,0.00046,1.4,0.086,0.11,0.00047,0.13,1.9
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,24.0,0.00045,1.5,0.091,0.11,0.00046,0.13,1.8
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,25.0,0.00044,1.5,0.095,0.11,0.00045,0.12,1.8
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,26.0,0.00043,1.6,0.098,0.11,0.00044,0.12,1.8
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,27.0,0.00042,1.6,0.1,0.11,0.00043,0.12,1.7
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,28.0,0.00041,1.6,0.1,0.11,0.00042,0.11,1.7
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,29.0,0.0004,1.7,0.11,0.11,0.00041,0.11,1.7
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,30.0,0.00039,1.7,0.11,0.11,0.0004,0.11,1.7
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,31.0,0.00039,1.7,0.11,0.11,0.00039,0.11,1.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,32.0,0.00038,1.8,0.11,0.11,0.00039,0.1,1.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,33.0,0.00037,1.8,0.11,0.11,0.00038,0.1,1.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,34.0,0.00037,1.8,0.12,0.11,0.00037,0.099,1.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,35.0,0.00036,1.8,0.12,0.11,0.00037,0.097,1.6
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,36.0,0.00036,1.9,0.12,0.11,0.00036,0.096,1.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,37.0,0.00035,1.9,0.12,0.11,0.00036,0.094,1.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,38.0,0.00035,1.9,0.12,0.1,0.00035,0.092,1.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,39.0,0.00034,1.9,0.12,0.1,0.00035,0.091,1.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,40.0,0.00034,1.9,0.12,0.1,0.00035,0.09,1.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,41.0,0.00034,2.0,0.12,0.1,0.00034,0.088,1.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,42.0,0.00033,2.0,0.12,0.1,0.00034,0.087,1.5
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,43.0,0.00033,2.0,0.12,0.1,0.00033,0.086,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,44.0,0.00033,2.0,0.12,0.1,0.00033,0.085,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,45.0,0.00032,2.0,0.12,0.099,0.00033,0.084,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,46.0,0.00032,2.1,0.12,0.098,0.00033,0.083,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,47.0,0.00032,2.1,0.12,0.097,0.00032,0.082,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,48.0,0.00031,2.1,0.12,0.097,0.00032,0.081,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,49.0,0.00031,2.1,0.12,0.096,0.00032,0.08,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,50.0,0.00031,2.1,0.13,0.096,0.00032,0.079,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,51.0,0.00031,2.1,0.13,0.095,0.00031,0.078,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,52.0,0.00031,2.1,0.13,0.095,0.00031,0.077,1.4
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,53.0,0.0003,2.2,0.13,0.094,0.00031,0.077,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,54.0,0.0003,2.2,0.13,0.094,0.00031,0.076,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,55.0,0.0003,2.2,0.13,0.093,0.00031,0.075,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,56.0,0.0003,2.2,0.13,0.093,0.0003,0.075,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,57.0,0.0003,2.2,0.13,0.093,0.0003,0.074,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,58.0,0.0003,2.2,0.13,0.092,0.0003,0.073,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,59.0,0.00029,2.2,0.13,0.092,0.0003,0.073,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,60.0,0.00029,2.2,0.13,0.092,0.0003,0.072,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,61.0,0.00029,2.2,0.13,0.091,0.0003,0.072,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,62.0,0.00029,2.3,0.13,0.091,0.0003,0.071,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,63.0,0.00029,2.3,0.13,0.091,0.0003,0.071,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,64.0,0.00029,2.3,0.13,0.091,0.00029,0.07,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,65.0,0.00029,2.3,0.13,0.091,0.00029,0.07,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,66.0,0.00029,2.3,0.13,0.09,0.00029,0.069,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,67.0,0.00029,2.3,0.13,0.09,0.00029,0.069,1.3
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,68.0,0.00029,2.3,0.13,0.09,0.00029,0.068,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,69.0,0.00028,2.3,0.13,0.09,0.00029,0.068,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,70.0,0.00028,2.3,0.13,0.09,0.00029,0.068,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,71.0,0.00028,2.3,0.13,0.09,0.00029,0.067,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,72.0,0.00028,2.4,0.13,0.09,0.00029,0.067,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,73.0,0.00028,2.4,0.13,0.089,0.00029,0.067,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,74.0,0.00028,2.4,0.14,0.089,0.00029,0.066,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,75.0,0.00028,2.4,0.14,0.089,0.00029,0.066,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,76.0,0.00028,2.4,0.14,0.089,0.00029,0.066,1.2
U-238,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5.0,77.0,0.00028,2.4,0.14,0.089,0.00029,0.065,1.2
