radionuclide,route_of_intake,material,fA,amad_um,time_days,whole_body,urine_24h,faeces_24h,alimentary_tract,lungs,skeleton,liver
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,0.041667,2.6e-05,,,2.6e-05,,0.47,0.61
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,0.083333,1.3e-05,,,1.3e-05,,0.063,0.12
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,0.125,8.5e-06,,,8.6e-06,,0.021,0.056
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,0.25,4.3e-06,,,4.3e-06,,0.0041,0.019
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,0.375,2.9e-06,,,2.9e-06,,0.0018,0.011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,0.5,2.2e-06,,,2.2e-06,,0.0011,0.0082
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,0.625,1.8e-06,,,1.9e-06,,0.00077,0.0064
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,0.75,1.6e-06,,,1.6e-06,,0.00059,0.0052
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,0.875,1.5e-06,,,1.5e-06,,0.00048,0.0044
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1.0,1.4e-06,2.4e-06,1.4e-07,1.4e-06,,0.0004,0.0038
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1.125,1.3e-06,,,1.4e-06,,0.00035,0.0034
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1.25,1.3e-06,,,1.3e-06,,0.0003,0.003
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1.375,1.3e-06,,,1.4e-06,,0.00027,0.0027
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1.5,1.4e-06,,,1.4e-06,,0.00025,0.0025
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1.625,1.4e-06,,,1.5e-06,,0.00022,0.0023
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1.75,1.5e-06,,,1.5e-06,,0.00021,0.0021
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1.875,1.6e-06,,,1.7e-06,,0.00019,0.002
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2.0,1.7e-06,4.3e-05,6.6e-08,1.8e-06,,0.00018,0.0018
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2.25,2.1e-06,,,2.1e-06,,0.00016,0.0016
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2.5,2.6e-06,,,2.7e-06,,0.00014,0.0015
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2.75,3.2e-06,,,3.4e-06,,0.00013,0.0013
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3.0,4.1e-06,8.3e-05,1.4e-07,4.4e-06,,0.00012,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3.25,5.2e-06,,,5.8e-06,,0.00011,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3.5,6.7e-06,,,7.7e-06,,0.0001,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3.75,8.6e-06,,,1e-05,,9.4e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,4.0,1.1e-05,9.2e-05,4.7e-07,1.4e-05,,8.8e-05,0.00094
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,4.25,1.4e-05,,,2e-05,,8.3e-05,0.00089
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,4.5,1.7e-05,,,2.8e-05,,7.9e-05,0.00085
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,4.75,2e-05,,,4e-05,,7.5e-05,0.00081
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,5.0,2.3e-05,0.0001,2e-06,5.6e-05,,7.1e-05,0.00078
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,5.5,2.7e-05,,,0.00012,,6.5e-05,0.00072
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,6.0,2.9e-05,0.00011,9.4e-06,0.00024,,6e-05,0.00067
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,6.5,2.9e-05,,,0.00051,,5.6e-05,0.00063
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,7.0,2.9e-05,0.00012,4.9e-05,0.001,,5.3e-05,0.0006
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,7.5,2.8e-05,,,0.002,,5e-05,0.00057
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,8.0,2.7e-05,0.00013,0.00026,0.0034,,4.7e-05,0.00054
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,8.5,2.6e-05,,,0.0049,,4.5e-05,0.00052
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,9.0,2.5e-05,0.00015,0.0014,0.006,,4.3e-05,0.0005
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,9.5,2.4e-05,,,0.0067,,4.1e-05,0.00049
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,10.0,2.3e-05,0.00016,0.0073,0.0071,,3.9e-05,0.00047
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,11.0,2.2e-05,0.00017,0.024,0.0073,,3.7e-05,0.00045
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,12.0,2.1e-05,0.00019,0.043,0.0074,,3.4e-05,0.00043
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,13.0,2e-05,0.0002,0.052,0.0074,,3.3e-05,0.00041
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,14.0,2e-05,0.00022,0.058,0.0074,,3.1e-05,0.0004
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,15.0,1.9e-05,0.00024,0.063,0.0074,,3e-05,0.00038
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,16.0,1.9e-05,0.00026,0.067,0.0075,,2.8e-05,0.00038
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,17.0,1.8e-05,0.00028,0.072,0.0075,,2.7e-05,0.00037
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,18.0,1.8e-05,0.0003,0.076,0.0076,,2.6e-05,0.00036
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,19.0,1.8e-05,0.00032,0.081,0.0077,,2.6e-05,0.00036
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,20.0,1.7e-05,0.00034,0.086,0.0077,,2.5e-05,0.00035
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,21.0,1.7e-05,0.00037,0.091,0.0078,,2.4e-05,0.00035
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,22.0,1.7e-05,0.00039,0.096,0.0079,,2.4e-05,0.00035
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,23.0,1.7e-05,0.00042,0.1,0.008,,2.3e-05,0.00034
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,24.0,1.7e-05,0.00045,0.11,0.0081,,2.3e-05,0.00034
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,25.0,1.6e-05,0.00048,0.11,0.0081,,2.2e-05,0.00034
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,26.0,1.6e-05,0.00051,0.12,0.0082,,2.2e-05,0.00034
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,27.0,1.6e-05,0.00054,0.12,0.0083,,2.2e-05,0.00034
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,28.0,1.6e-05,0.00057,0.13,0.0084,,2.1e-05,0.00034
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,29.0,1.6e-05,0.0006,0.13,0.0085,,2.1e-05,0.00034
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,30.0,1.6e-05,0.00063,0.14,0.0086,,2.1e-05,0.00034
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,31.0,1.6e-05,0.00067,0.14,0.0088,,2.1e-05,0.00034
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,32.0,1.6e-05,0.0007,0.15,0.0089,,2e-05,0.00035
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,33.0,1.6e-05,0.00074,0.15,0.009,,2e-05,0.00035
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,34.0,1.6e-05,0.00078,0.16,0.0091,,2e-05,0.00035
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,35.0,1.6e-05,0.00081,0.16,0.0092,,2e-05,0.00035
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,36.0,1.6e-05,0.00085,0.17,0.0093,,2e-05,0.00035
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,37.0,1.6e-05,0.00089,0.17,0.0095,,1.9e-05,0.00036
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,38.0,1.6e-05,0.00093,0.18,0.0096,,1.9e-05,0.00036
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,39.0,1.6e-05,0.00097,0.18,0.0097,,1.9e-05,0.00036
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,40.0,1.6e-05,0.001,0.19,0.0099,,1.9e-05,0.00036
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,41.0,1.6e-05,0.0011,0.2,0.01,,1.9e-05,0.00037
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,42.0,1.6e-05,0.0011,0.2,0.01,,1.9e-05,0.00037
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,43.0,1.6e-05,0.0011,0.21,0.01,,1.9e-05,0.00037
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,44.0,1.6e-05,0.0012,0.21,0.01,,1.9e-05,0.00038
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,45.0,1.6e-05,0.0012,0.22,0.011,,1.9e-05,0.00038
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,46.0,1.6e-05,0.0013,0.22,0.011,,1.9e-05,0.00038
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,47.0,1.6e-05,0.0013,0.23,0.011,,1.9e-05,0.00039
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,48.0,1.6e-05,0.0014,0.23,0.011,,1.9e-05,0.00039
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,49.0,1.6e-05,0.0014,0.24,0.011,,1.9e-05,0.0004
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,50.0,1.6e-05,0.0014,0.25,0.011,,1.9e-05,0.0004
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,51.0,1.6e-05,0.0015,0.25,0.012,,1.9e-05,0.0004
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,52.0,1.6e-05,0.0015,0.26,0.012,,1.9e-05,0.00041
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,53.0,1.6e-05,0.0016,0.26,0.012,,1.9e-05,0.00041
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,54.0,1.6e-05,0.0016,0.27,0.012,,1.9e-05,0.00042
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,55.0,1.6e-05,0.0017,0.28,0.012,,1.9e-05,0.00042
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,56.0,1.6e-05,0.0017,0.28,0.012,,1.9e-05,0.00042
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,57.0,1.6e-05,0.0018,0.29,0.013,,1.9e-05,0.00043
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,58.0,1.6e-05,0.0018,0.3,0.013,,1.9e-05,0.00043
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,59.0,1.6e-05,0.0019,0.3,0.013,,1.9e-05,0.00044
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,60.0,1.6e-05,0.0019,0.31,0.013,,1.9e-05,0.00044
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,61.0,1.6e-05,0.002,0.32,0.013,,1.9e-05,0.00045
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,62.0,1.6e-05,0.002,0.32,0.014,,1.9e-05,0.00045
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,63.0,1.7e-05,0.0021,0.33,0.014,,1.9e-05,0.00046
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,64.0,1.7e-05,0.0021,0.34,0.014,,1.9e-05,0.00046
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,65.0,1.7e-05,0.0022,0.34,0.014,,1.9e-05,0.00047
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,66.0,1.7e-05,0.0022,0.35,0.015,,1.9e-05,0.00047
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,67.0,1.7e-05,0.0023,0.36,0.015,,1.9e-05,0.00048
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,68.0,1.7e-05,0.0023,0.37,0.015,,1.9e-05,0.00048
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,69.0,1.7e-05,0.0024,0.37,0.015,,1.9e-05,0.00049
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,70.0,1.7e-05,0.0024,0.38,0.015,,1.9e-05,0.00049
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,71.0,1.7e-05,0.0025,0.39,0.016,,1.9e-05,0.0005
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,72.0,1.7e-05,0.0025,0.4,0.016,,1.9e-05,0.0005
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,73.0,1.7e-05,0.0026,0.4,0.016,,1.9e-05,0.00051
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,74.0,1.7e-05,0.0026,0.41,0.016,,1.9e-05,0.00051
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,75.0,1.7e-05,0.0027,0.42,0.017,,1.9e-05,0.00052
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,76.0,1.7e-05,0.0028,0.43,0.017,,1.9e-05,0.00052
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,77.0,1.8e-05,0.0028,0.44,0.017,,1.9e-05,0.00053
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,78.0,1.8e-05,0.0029,0.44,0.017,,2e-05,0.00053
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,79.0,1.8e-05,0.0029,0.45,0.018,,2e-05,0.00054
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,80.0,1.8e-05,0.003,0.46,0.018,,2e-05,0.00054
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,81.0,1.8e-05,0.0031,0.47,0.018,,2e-05,0.00055
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,82.0,1.8e-05,0.0031,0.48,0.019,,2e-05,0.00055
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,83.0,1.8e-05,0.0032,0.49,0.019,,2e-05,0.00056
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,84.0,1.8e-05,0.0032,0.5,0.019,,2e-05,0.00056
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,85.0,1.8e-05,0.0033,0.51,0.019,,2e-05,0.00057
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,86.0,1.8e-05,0.0034,0.52,0.02,,2e-05,0.00057
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,87.0,1.8e-05,0.0034,0.53,0.02,,2e-05,0.00058
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,88.0,1.8e-05,0.0035,0.54,0.02,,2e-05,0.00058
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,89.0,1.9e-05,0.0036,0.55,0.021,,2e-05,0.00059
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,90.0,1.9e-05,0.0036,0.56,0.021,,2e-05,0.00059
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,91.0,1.9e-05,0.0037,0.57,0.021,,2e-05,0.0006
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,92.0,1.9e-05,0.0038,0.58,0.021,,2.1e-05,0.0006
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,93.0,1.9e-05,0.0038,0.59,0.022,,2.1e-05,0.00061
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,94.0,1.9e-05,0.0039,0.6,0.022,,2.1e-05,0.00062
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,95.0,1.9e-05,0.004,0.61,0.022,,2.1e-05,0.00062
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,96.0,1.9e-05,0.004,0.62,0.023,,2.1e-05,0.00063
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,97.0,1.9e-05,0.0041,0.63,0.023,,2.1e-05,0.00063
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,98.0,1.9e-05,0.0042,0.64,0.023,,2.1e-05,0.00064
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,99.0,1.9e-05,0.0043,0.65,0.024,,2.1e-05,0.00064
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,100.0,2e-05,0.0043,0.66,0.024,,2.1e-05,0.00065
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,110.0,2.1e-05,0.0051,0.78,0.027,,2.2e-05,0.0007
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,120.0,2.2e-05,0.006,0.92,0.031,,2.3e-05,0.00074
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,130.0,2.3e-05,0.007,1.1,0.035,,2.4e-05,0.00079
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,140.0,2.4e-05,0.0082,1.2,0.038,,2.5e-05,0.00083
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,150.0,2.5e-05,0.0094,1.4,0.042,,2.6e-05,0.00086
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,160.0,2.6e-05,0.011,1.6,0.045,,2.7e-05,0.00089
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,170.0,2.6e-05,0.012,1.9,0.049,,2.8e-05,0.00091
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,180.0,2.7e-05,0.014,2.1,0.051,,2.9e-05,0.00094
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,190.0,2.8e-05,0.016,2.4,0.054,,3e-05,0.00095
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,200.0,2.9e-05,0.018,2.7,0.056,,3.1e-05,0.00097
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,210.0,3e-05,0.02,3.0,0.058,,3.2e-05,0.00098
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,220.0,3e-05,0.022,3.4,0.06,,3.3e-05,0.00099
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,230.0,3.1e-05,0.025,3.8,0.061,,3.3e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,240.0,3.2e-05,0.028,4.2,0.063,,3.4e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,250.0,3.2e-05,0.031,4.7,0.064,,3.5e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,260.0,3.3e-05,0.034,5.2,0.065,,3.5e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,270.0,3.3e-05,0.038,5.7,0.065,,3.6e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,280.0,3.4e-05,0.041,6.2,0.066,,3.6e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,290.0,3.4e-05,0.045,6.8,0.067,,3.7e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,300.0,3.5e-05,0.049,7.4,0.067,,3.7e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,310.0,3.5e-05,0.053,8.1,0.068,,3.7e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,320.0,3.5e-05,0.058,8.7,0.068,,3.8e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,330.0,3.5e-05,0.062,9.4,0.068,,3.8e-05,0.001
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,340.0,3.6e-05,0.067,10.0,0.069,,3.9e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,350.0,3.6e-05,0.072,11.0,0.069,,3.9e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,360.0,3.6e-05,0.076,12.0,0.069,,3.9e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,365.0,3.6e-05,0.079,12.0,0.069,,3.9e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,370.0,3.7e-05,0.081,12.0,0.069,,3.9e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,380.0,3.7e-05,0.086,13.0,0.069,,4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,390.0,3.7e-05,0.091,14.0,0.069,,4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,400.0,3.7e-05,0.095,14.0,0.07,,4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,410.0,3.7e-05,0.1,15.0,0.07,,4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,420.0,3.7e-05,0.1,16.0,0.07,,4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,430.0,3.8e-05,0.11,16.0,0.07,,4.1e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,440.0,3.8e-05,0.11,17.0,0.07,,4.1e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,450.0,3.8e-05,0.12,17.0,0.07,,4.1e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,460.0,3.8e-05,0.12,18.0,0.07,,4.1e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,470.0,3.8e-05,0.12,19.0,0.07,,4.1e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,480.0,3.8e-05,0.13,19.0,0.07,,4.1e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,490.0,3.8e-05,0.13,20.0,0.07,,4.2e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,500.0,3.9e-05,0.13,20.0,0.07,,4.2e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,510.0,3.9e-05,0.14,20.0,0.07,,4.2e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,520.0,3.9e-05,0.14,21.0,0.07,,4.2e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,530.0,3.9e-05,0.14,21.0,0.071,,4.2e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,540.0,3.9e-05,0.14,21.0,0.071,,4.2e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,550.0,3.9e-05,0.14,22.0,0.071,,4.2e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,560.0,3.9e-05,0.15,22.0,0.071,,4.2e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,570.0,3.9e-05,0.15,22.0,0.071,,4.3e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,580.0,4e-05,0.15,23.0,0.071,,4.3e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,590.0,4e-05,0.15,23.0,0.071,,4.3e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,600.0,4e-05,0.15,23.0,0.071,,4.3e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,610.0,4e-05,0.15,23.0,0.071,,4.3e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,620.0,4e-05,0.16,24.0,0.071,,4.3e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,630.0,4e-05,0.16,24.0,0.071,,4.3e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,640.0,4e-05,0.16,24.0,0.071,,4.3e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,650.0,4e-05,0.16,24.0,0.071,,4.4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,660.0,4e-05,0.16,24.0,0.071,,4.4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,670.0,4.1e-05,0.16,24.0,0.071,,4.4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,680.0,4.1e-05,0.16,25.0,0.071,,4.4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,690.0,4.1e-05,0.16,25.0,0.071,,4.4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,700.0,4.1e-05,0.17,25.0,0.071,,4.4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,710.0,4.1e-05,0.17,25.0,0.071,,4.4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,720.0,4.1e-05,0.17,25.0,0.071,,4.4e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,730.0,4.1e-05,0.17,25.0,0.071,,4.5e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,740.0,4.1e-05,0.17,25.0,0.071,,4.5e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,750.0,4.1e-05,0.17,26.0,0.071,,4.5e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,760.0,4.1e-05,0.17,26.0,0.071,,4.5e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,770.0,4.2e-05,0.17,26.0,0.071,,4.5e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,780.0,4.2e-05,0.17,26.0,0.071,,4.5e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,790.0,4.2e-05,0.17,26.0,0.071,,4.5e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,800.0,4.2e-05,0.17,26.0,0.071,,4.5e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,810.0,4.2e-05,0.17,26.0,0.071,,4.5e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,820.0,4.2e-05,0.18,26.0,0.071,,4.6e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,830.0,4.2e-05,0.18,27.0,0.071,,4.6e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,840.0,4.2e-05,0.18,27.0,0.072,,4.6e-05,0.0011
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,850.0,4.2e-05,0.18,27.0,0.072,,4.6e-05,0.0011
